comm code,PLS,Indents,EEA (2012),EEA Iceland (2014),Iceland,Norway,Prevailing,Active count,Conflicts,Parent ID, Parent PLS,Description
"0100000000",80,0,,,,,,0,,"","",""
"0101000000",80,0,,,,,,0,,"","",""
"0101210000",10,1,,,,,,0,,"0101000000","80",""
"0101210000",80,2,,,,,,0,,"0101210000","10",""
"0101290000",80,2,,,,,,0,,"0101210000","10",""
"0101291000",80,3,,,,,,0,,"0101290000","80",""
"0101299000",80,3,,,,0.0%,0.0%,1,,"0101290000","80",""
"0101300000",80,1,,,,,,0,,"0101000000","80",""
"0101900000",80,1,,,,,,0,,"0101000000","80",""
"0102000000",80,0,,,,,,0,,"","",""
"0102210000",10,1,,,,,,0,,"0102000000","80",""
"0102210000",80,2,,,,,,0,,"0102210000","10",""
"0102211000",80,3,,,,,,0,,"0102210000","80",""
"0102213000",80,3,,,,,,0,,"0102210000","80",""
"0102219000",80,3,,,,,,0,,"0102210000","80",""
"0102290000",80,2,,,,,,0,,"0102210000","10",""
"0102290500",80,3,,,,,,0,,"0102290000","80",""
"0102291000",10,3,,,,,,0,,"0102290000","80",""
"0102291000",80,4,,,,,,0,,"0102291000","10",""
"0102291010",80,5,,,,,,0,,"0102291000","80",""
"0102291020",80,5,,,,,,0,,"0102291000","80",""
"0102291030",80,5,,,,,,0,,"0102291000","80",""
"0102291040",80,5,,,,,,0,,"0102291000","80",""
"0102291050",80,5,,,,,,0,,"0102291000","80",""
"0102291090",80,5,,,,,,0,,"0102291000","80",""
"0102292100",10,4,,,,,,0,,"0102291000","10",""
"0102292100",80,5,,,,,,0,,"0102292100","10",""
"0102292900",80,5,,,,,,0,,"0102292100","10",""
"0102292910",80,6,,,,,,0,,"0102292900","80",""
"0102292920",80,6,,,,,,0,,"0102292900","80",""
"0102292930",80,6,,,,,,0,,"0102292900","80",""
"0102292940",80,6,,,,,,0,,"0102292900","80",""
"0102292950",80,6,,,,,,0,,"0102292900","80",""
"0102292990",80,6,,,,,,0,,"0102292900","80",""
"0102294100",10,4,,,,,,0,,"0102291000","10",""
"0102294100",80,5,,,,,,0,,"0102294100","10",""
"0102294900",80,5,,,,,,0,,"0102294100","10",""
"0102294910",80,6,,,,,,0,,"0102294900","80",""
"0102294920",80,6,,,,,,0,,"0102294900","80",""
"0102294930",80,6,,,,,,0,,"0102294900","80",""
"0102294940",80,6,,,,,,0,,"0102294900","80",""
"0102294950",80,6,,,,,,0,,"0102294900","80",""
"0102294990",80,6,,,,,,0,,"0102294900","80",""
"0102295100",10,4,,,,,,0,,"0102291000","10",""
"0102295100",20,5,,,,,,0,,"0102295100","10",""
"0102295100",80,6,,,,,,0,,"0102295100","20",""
"0102295110",80,7,,,,,,0,,"0102295100","80",""
"0102295190",80,7,,,,,,0,,"0102295100","80",""
"0102295900",80,6,,,,,,0,,"0102295100","20",""
"0102295911",10,7,,,,,,0,,"0102295900","80",""
"0102295911",80,8,,,,,,0,,"0102295911","10",""
"0102295919",80,8,,,,,,0,,"0102295911","10",""
"0102295921",10,7,,,,,,0,,"0102295900","80",""
"0102295921",80,8,,,,,,0,,"0102295921","10",""
"0102295929",80,8,,,,,,0,,"0102295921","10",""
"0102295931",10,7,,,,,,0,,"0102295900","80",""
"0102295931",80,8,,,,,,0,,"0102295931","10",""
"0102295939",80,8,,,,,,0,,"0102295931","10",""
"0102295991",10,7,,,,,,0,,"0102295900","80",""
"0102295991",80,8,,,,,,0,,"0102295991","10",""
"0102295999",80,8,,,,,,0,,"0102295991","10",""
"0102296100",10,5,,,,,,0,,"0102295100","10",""
"0102296100",80,6,,,,,,0,,"0102296100","10",""
"0102296900",80,6,,,,,,0,,"0102296100","10",""
"0102296910",80,7,,,,,,0,,"0102296900","80",""
"0102296920",80,7,,,,,,0,,"0102296900","80",""
"0102296930",80,7,,,,,,0,,"0102296900","80",""
"0102296990",80,7,,,,,,0,,"0102296900","80",""
"0102299100",10,5,,,,,,0,,"0102295100","10",""
"0102299100",80,6,,,,,,0,,"0102299100","10",""
"0102299110",80,7,,,,,,0,,"0102299100","80",""
"0102299190",80,7,,,,,,0,,"0102299100","80",""
"0102299900",80,6,,,,,,0,,"0102299100","10",""
"0102299921",10,7,,,,,,0,,"0102299900","80",""
"0102299921",80,8,,,,,,0,,"0102299921","10",""
"0102299929",80,8,,,,,,0,,"0102299921","10",""
"0102299991",10,7,,,,,,0,,"0102299900","80",""
"0102299991",80,8,,,,,,0,,"0102299991","10",""
"0102299999",80,8,,,,,,0,,"0102299991","10",""
"0102310000",10,1,,,,,,0,,"0102000000","80",""
"0102310000",80,2,,,,,,0,,"0102310000","10",""
"0102390000",80,2,,,,,,0,,"0102310000","10",""
"0102391000",80,3,,,,,,0,,"0102390000","80",""
"0102391010",80,4,,,,,,0,,"0102391000","80",""
"0102391090",80,4,,,,,,0,,"0102391000","80",""
"0102399000",80,3,,,,,,0,,"0102390000","80",""
"0102900000",80,1,,,,,,0,,"0102000000","80",""
"0102902000",80,2,,,,,,0,,"0102900000","80",""
"0102909100",10,2,,,,,,0,,"0102900000","80",""
"0102909100",80,3,,,,,,0,,"0102909100","10",""
"0102909110",80,4,,,,,,0,,"0102909100","80",""
"0102909190",80,4,,,,,,0,,"0102909100","80",""
"0102909900",80,3,,,,,,0,,"0102909100","10",""
"0103000000",80,0,,,,,,0,,"","",""
"0103100000",80,1,,,,,,0,,"0103000000","80",""
"0103910000",10,1,,,,,,0,,"0103000000","80",""
"0103910000",80,2,,,,,,0,,"0103910000","10",""
"0103911000",80,3,,,,,,0,,"0103910000","80",""
"0103919000",80,3,,,,,,0,,"0103910000","80",""
"0103920000",80,2,,,,,,0,,"0103910000","10",""
"0103921100",10,3,,,,,,0,,"0103920000","80",""
"0103921100",80,4,,,,,,0,,"0103921100","10",""
"0103921900",80,4,,,,,,0,,"0103921100","10",""
"0103929000",80,3,,,,,,0,,"0103920000","80",""
"0104000000",80,0,,,,,,0,,"","",""
"0104100000",80,1,,,,,,0,,"0104000000","80",""
"0104101000",80,2,,,,,,0,,"0104100000","80",""
"0104103000",10,2,,,,,,0,,"0104100000","80",""
"0104103000",80,3,,,,,,0,,"0104103000","10",""
"0104108000",80,3,,,,,,0,,"0104103000","10",""
"0104200000",80,1,,,,,,0,,"0104000000","80",""
"0104201000",80,2,,,,,,0,,"0104200000","80",""
"0104209000",80,2,,,,,,0,,"0104200000","80",""
"0105000000",80,0,,,,,,0,,"","",""
"0105110000",10,1,,,,,,0,,"0105000000","80",""
"0105110000",80,2,,,,,,0,,"0105110000","10",""
"0105111100",10,3,,,,,,0,,"0105110000","80",""
"0105111100",80,4,,,,,,0,,"0105111100","10",""
"0105111900",80,4,,,,,,0,,"0105111100","10",""
"0105119100",10,3,,,,,,0,,"0105110000","80",""
"0105119100",80,4,,,,,,0,,"0105119100","10",""
"0105119900",80,4,,,,,,0,,"0105119100","10",""
"0105120000",80,2,,,,,,0,,"0105110000","10",""
"0105130000",80,2,,,,,,0,,"0105110000","10",""
"0105140000",80,2,,,,,,0,,"0105110000","10",""
"0105150000",80,2,,,,,,0,,"0105110000","10",""
"0105940000",10,1,,,,,,0,,"0105000000","80",""
"0105940000",80,2,,,,,,0,,"0105940000","10",""
"0105990000",80,2,,,,,,0,,"0105940000","10",""
"0105991000",80,3,,,,,,0,,"0105990000","80",""
"0105992000",80,3,,,,,,0,,"0105990000","80",""
"0105993000",80,3,,,,,,0,,"0105990000","80",""
"0105995000",80,3,,,,,,0,,"0105990000","80",""
"0106000000",80,0,,,,,,0,,"","",""
"0106110000",10,1,,,,,,0,,"0106000000","80",""
"0106110000",80,2,,,,,,0,,"0106110000","10",""
"0106120000",80,2,,,,,,0,,"0106110000","10",""
"0106130000",80,2,,,,,,0,,"0106110000","10",""
"0106140000",80,2,,,,,,0,,"0106110000","10",""
"0106141000",80,3,,,,,,0,,"0106140000","80",""
"0106149000",80,3,,,,,,0,,"0106140000","80",""
"0106190000",80,2,,,,,,0,,"0106110000","10",""
"0106200000",80,1,,,,,,0,,"0106000000","80",""
"0106310000",10,1,,,,,,0,,"0106000000","80",""
"0106310000",80,2,,,,,,0,,"0106310000","10",""
"0106320000",80,2,,,,,,0,,"0106310000","10",""
"0106330000",80,2,,,,,,0,,"0106310000","10",""
"0106390000",80,2,,,,,,0,,"0106310000","10",""
"0106391000",80,3,,,,,,0,,"0106390000","80",""
"0106398000",80,3,,,,,,0,,"0106390000","80",""
"0106410000",10,1,,,,,,0,,"0106000000","80",""
"0106410000",80,2,,,,,,0,,"0106410000","10",""
"0106490000",80,2,,,,,,0,,"0106410000","10",""
"0106900000",80,1,,,,,,0,,"0106000000","80",""
"0200000000",80,0,,,,,,0,,"","",""
"0201000000",80,0,,,,,,0,,"","",""
"0201100000",80,1,,,,,,0,,"0201000000","80",""
"0201100021",10,2,,,,,,0,,"0201100000","80",""
"0201100021",80,3,,,,,,0,,"0201100021","10",""
"0201100029",80,3,,,,,,0,,"0201100021","10",""
"0201100092",10,2,,,,,,0,,"0201100000","80",""
"0201100092",20,3,,,,,,0,,"0201100092","10",""
"0201100092",80,4,,,,,,0,,"0201100092","20",""
"0201100094",80,4,,,,,,0,,"0201100092","20",""
"0201100097",10,3,,,,,,0,,"0201100092","10",""
"0201100097",80,4,,,,,,0,,"0201100097","10",""
"0201100098",80,4,,,,,,0,,"0201100097","10",""
"0201200000",80,1,,,,,,0,,"0201000000","80",""
"0201202000",80,2,,,,,,0,,"0201200000","80",""
"0201202021",10,3,,,,,,0,,"0201202000","80",""
"0201202021",80,4,,,,,,0,,"0201202021","10",""
"0201202029",80,4,,,,,,0,,"0201202021","10",""
"0201202092",10,3,,,,,,0,,"0201202000","80",""
"0201202092",20,4,,,,,,0,,"0201202092","10",""
"0201202092",80,5,,,,,,0,,"0201202092","20",""
"0201202094",80,5,,,,,,0,,"0201202092","20",""
"0201202097",10,4,,,,,,0,,"0201202092","10",""
"0201202097",80,5,,,,,,0,,"0201202097","10",""
"0201202098",80,5,,,,,,0,,"0201202097","10",""
"0201203000",80,2,,,,,,0,,"0201200000","80",""
"0201203021",10,3,,,,,,0,,"0201203000","80",""
"0201203021",80,4,,,,,,0,,"0201203021","10",""
"0201203029",80,4,,,,,,0,,"0201203021","10",""
"0201203092",10,3,,,,,,0,,"0201203000","80",""
"0201203092",20,4,,,,,,0,,"0201203092","10",""
"0201203092",80,5,,,,,,0,,"0201203092","20",""
"0201203094",80,5,,,,,,0,,"0201203092","20",""
"0201203097",10,4,,,,,,0,,"0201203092","10",""
"0201203097",80,5,,,,,,0,,"0201203097","10",""
"0201203098",80,5,,,,,,0,,"0201203097","10",""
"0201205000",80,2,,,,,,0,,"0201200000","80",""
"0201205021",10,3,,,,,,0,,"0201205000","80",""
"0201205021",80,4,,,,,,0,,"0201205021","10",""
"0201205029",80,4,,,,,,0,,"0201205021","10",""
"0201205092",10,3,,,,,,0,,"0201205000","80",""
"0201205092",20,4,,,,,,0,,"0201205092","10",""
"0201205092",80,5,,,,,,0,,"0201205092","20",""
"0201205094",80,5,,,,,,0,,"0201205092","20",""
"0201205097",10,4,,,,,,0,,"0201205092","10",""
"0201205097",80,5,,,,,,0,,"0201205097","10",""
"0201205098",80,5,,,,,,0,,"0201205097","10",""
"0201209000",80,2,,,,,,0,,"0201200000","80",""
"0201209011",10,3,,,,,,0,,"0201209000","80",""
"0201209011",80,4,,,,,,0,,"0201209011","10",""
"0201209015",80,4,,,,,,0,,"0201209011","10",""
"0201209091",10,3,,,,,,0,,"0201209000","80",""
"0201209091",80,4,,,,,,0,,"0201209091","10",""
"0201209099",80,4,,,,,,0,,"0201209091","10",""
"0201300000",80,1,,,,,,0,,"0201000000","80",""
"0201300031",10,2,,,,,,0,,"0201300000","80",""
"0201300031",80,3,,,,,,0,,"0201300031","10",""
"0201300039",80,3,,,,,,0,,"0201300031","10",""
"0201300041",10,2,,,,,,0,,"0201300000","80",""
"0201300041",20,3,,,,,,0,,"0201300041","10",""
"0201300041",80,4,,,,,,0,,"0201300041","20",""
"0201300049",80,4,,,,,,0,,"0201300041","20",""
"0201300090",80,3,,,,,,0,,"0201300041","10",""
"0202000000",80,0,,,,,,0,,"","",""
"0202100000",80,1,,,,,,0,,"0202000000","80",""
"0202100011",10,2,,,,,,0,,"0202100000","80",""
"0202100011",80,3,,,,,,0,,"0202100011","10",""
"0202100015",80,3,,,,,,0,,"0202100011","10",""
"0202100091",10,2,,,,,,0,,"0202100000","80",""
"0202100091",80,3,,,,,,0,,"0202100091","10",""
"0202100099",80,3,,,,,,0,,"0202100091","10",""
"0202200000",80,1,,,,,,0,,"0202000000","80",""
"0202201000",80,2,,,,,,0,,"0202200000","80",""
"0202201011",10,3,,,,,,0,,"0202201000","80",""
"0202201011",80,4,,,,,,0,,"0202201011","10",""
"0202201015",80,4,,,,,,0,,"0202201011","10",""
"0202201091",10,3,,,,,,0,,"0202201000","80",""
"0202201091",80,4,,,,,,0,,"0202201091","10",""
"0202201099",80,4,,,,,,0,,"0202201091","10",""
"0202203000",80,2,,,,,,0,,"0202200000","80",""
"0202203011",10,3,,,,,,0,,"0202203000","80",""
"0202203011",80,4,,,,,,0,,"0202203011","10",""
"0202203015",80,4,,,,,,0,,"0202203011","10",""
"0202203081",10,3,,,,,,0,,"0202203000","80",""
"0202203081",20,4,,,,,,0,,"0202203081","10",""
"0202203081",30,5,,,,,,0,,"0202203081","20",""
"0202203081",80,6,,,,,,0,,"0202203081","30",""
"0202203082",80,6,,,,,,0,,"0202203081","30",""
"0202203083",10,5,,,,,,0,,"0202203081","20",""
"0202203083",80,6,,,,,,0,,"0202203083","10",""
"0202203084",80,6,,,,,,0,,"0202203083","10",""
"0202203085",10,5,,,,,,0,,"0202203081","20",""
"0202203085",80,6,,,,,,0,,"0202203085","10",""
"0202203086",80,6,,,,,,0,,"0202203085","10",""
"0202203087",10,4,,,,,,0,,"0202203081","10",""
"0202203087",80,5,,,,,,0,,"0202203087","10",""
"0202203088",80,5,,,,,,0,,"0202203087","10",""
"0202205000",80,2,,,,,,0,,"0202200000","80",""
"0202205011",10,3,,,,,,0,,"0202205000","80",""
"0202205011",80,4,,,,,,0,,"0202205011","10",""
"0202205015",80,4,,,,,,0,,"0202205011","10",""
"0202205091",10,3,,,,,,0,,"0202205000","80",""
"0202205091",80,4,,,,,,0,,"0202205091","10",""
"0202205099",80,4,,,,,,0,,"0202205091","10",""
"0202209000",80,2,,,,,,0,,"0202200000","80",""
"0202209011",10,3,,,,,,0,,"0202209000","80",""
"0202209011",80,4,,,,,,0,,"0202209011","10",""
"0202209015",80,4,,,,,,0,,"0202209011","10",""
"0202209091",10,3,,,,,,0,,"0202209000","80",""
"0202209091",80,4,,,,,,0,,"0202209091","10",""
"0202209099",80,4,,,,,,0,,"0202209091","10",""
"0202300000",80,1,,,,,,0,,"0202000000","80",""
"0202301000",80,2,,,,,,0,,"0202300000","80",""
"0202301011",10,3,,,,,,0,,"0202301000","80",""
"0202301011",80,4,,,,,,0,,"0202301011","10",""
"0202301015",80,4,,,,,,0,,"0202301011","10",""
"0202301081",10,3,,,,,,0,,"0202301000","80",""
"0202301081",20,4,,,,,,0,,"0202301081","10",""
"0202301081",30,5,,,,,,0,,"0202301081","20",""
"0202301081",80,6,,,,,,0,,"0202301081","30",""
"0202301082",80,6,,,,,,0,,"0202301081","30",""
"0202301083",10,5,,,,,,0,,"0202301081","20",""
"0202301083",80,6,,,,,,0,,"0202301083","10",""
"0202301084",80,6,,,,,,0,,"0202301083","10",""
"0202301085",10,5,,,,,,0,,"0202301081","20",""
"0202301085",80,6,,,,,,0,,"0202301085","10",""
"0202301086",80,6,,,,,,0,,"0202301085","10",""
"0202301087",10,4,,,,,,0,,"0202301081","10",""
"0202301087",80,5,,,,,,0,,"0202301087","10",""
"0202301088",80,5,,,,,,0,,"0202301087","10",""
"0202305000",80,2,,,,,,0,,"0202300000","80",""
"0202305011",10,3,,,,,,0,,"0202305000","80",""
"0202305011",80,4,,,,,,0,,"0202305011","10",""
"0202305015",80,4,,,,,,0,,"0202305011","10",""
"0202305081",10,3,,,,,,0,,"0202305000","80",""
"0202305081",20,4,,,,,,0,,"0202305081","10",""
"0202305081",30,5,,,,,,0,,"0202305081","20",""
"0202305081",80,6,,,,,,0,,"0202305081","30",""
"0202305082",80,6,,,,,,0,,"0202305081","30",""
"0202305083",10,5,,,,,,0,,"0202305081","20",""
"0202305083",80,6,,,,,,0,,"0202305083","10",""
"0202305084",80,6,,,,,,0,,"0202305083","10",""
"0202305085",10,5,,,,,,0,,"0202305081","20",""
"0202305085",80,6,,,,,,0,,"0202305085","10",""
"0202305086",80,6,,,,,,0,,"0202305085","10",""
"0202305087",10,4,,,,,,0,,"0202305081","10",""
"0202305087",80,5,,,,,,0,,"0202305087","10",""
"0202305088",80,5,,,,,,0,,"0202305087","10",""
"0202309000",80,2,,,,,,0,,"0202300000","80",""
"0202309011",10,3,,,,,,0,,"0202309000","80",""
"0202309011",80,4,,,,,,0,,"0202309011","10",""
"0202309015",80,4,,,,,,0,,"0202309011","10",""
"0202309041",10,3,,,,,,0,,"0202309000","80",""
"0202309041",20,4,,,,,,0,,"0202309041","10",""
"0202309041",30,5,,,,,,0,,"0202309041","20",""
"0202309041",40,6,,,,,,0,,"0202309041","30",""
"0202309041",80,7,,,,,,0,,"0202309041","40",""
"0202309042",80,7,,,,,,0,,"0202309041","40",""
"0202309043",10,6,,,,,,0,,"0202309041","30",""
"0202309043",80,7,,,,,,0,,"0202309043","10",""
"0202309044",80,7,,,,,,0,,"0202309043","10",""
"0202309045",10,6,,,,,,0,,"0202309041","30",""
"0202309045",80,7,,,,,,0,,"0202309045","10",""
"0202309046",80,7,,,,,,0,,"0202309045","10",""
"0202309047",10,5,,,,,,0,,"0202309041","20",""
"0202309047",80,6,,,,,,0,,"0202309047","10",""
"0202309048",80,6,,,,,,0,,"0202309047","10",""
"0202309070",10,4,,,,,,0,,"0202309041","10",""
"0202309070",20,5,,,,,,0,,"0202309070","10",""
"0202309070",80,6,,,,,,0,,"0202309070","20",""
"0202309075",80,6,,,,,,0,,"0202309070","20",""
"0202309080",80,6,,,,,,0,,"0202309070","20",""
"0202309090",80,5,,,,,,0,,"0202309070","10",""
"0203000000",80,0,,,,,,0,,"","",""
"0203110000",10,1,,,,,,0,,"0203000000","80",""
"0203110000",80,2,,,,,,0,,"0203110000","10",""
"0203111000",80,3,,,,,,0,,"0203110000","80",""
"0203119000",80,3,,,,,,0,,"0203110000","80",""
"0203120000",80,2,,,,,,0,,"0203110000","10",""
"0203121100",10,3,,,,,,0,,"0203120000","80",""
"0203121100",80,4,,,,,,0,,"0203121100","10",""
"0203121900",80,4,,,,,,0,,"0203121100","10",""
"0203129000",80,3,,,,,,0,,"0203120000","80",""
"0203190000",80,2,,,,,,0,,"0203110000","10",""
"0203191100",10,3,,,,,,0,,"0203190000","80",""
"0203191100",80,4,,,,,,0,,"0203191100","10",""
"0203191300",80,4,,,,,,0,,"0203191100","10",""
"0203191500",80,4,,,,,,0,,"0203191100","10",""
"0203195500",10,4,,,,,,0,,"0203191100","10",""
"0203195500",80,5,,,,,,0,,"0203195500","10",""
"0203195510",80,6,,,,,,0,,"0203195500","80",""
"0203195515",10,6,,,,,,0,,"0203195500","80",""
"0203195515",80,7,,,,,,0,,"0203195515","10",""
"0203195525",80,7,,,,,,0,,"0203195515","10",""
"0203195530",80,6,,,,,,0,,"0203195500","80",""
"0203195590",80,6,,,,,,0,,"0203195500","80",""
"0203195900",80,5,,,,,,0,,"0203195500","10",""
"0203199000",80,3,,,,,,0,,"0203190000","80",""
"0203210000",10,1,,,,,,0,,"0203000000","80",""
"0203210000",80,2,,,,,,0,,"0203210000","10",""
"0203211000",80,3,,,,,,0,,"0203210000","80",""
"0203219000",80,3,,,,,,0,,"0203210000","80",""
"0203220000",80,2,,,,,,0,,"0203210000","10",""
"0203221100",10,3,,,,,,0,,"0203220000","80",""
"0203221100",80,4,,,,,,0,,"0203221100","10",""
"0203221900",80,4,,,,,,0,,"0203221100","10",""
"0203229000",80,3,,,,,,0,,"0203220000","80",""
"0203290000",80,2,,,,,,0,,"0203210000","10",""
"0203291100",10,3,,,,,,0,,"0203290000","80",""
"0203291100",80,4,,,,,,0,,"0203291100","10",""
"0203291300",80,4,,,,,,0,,"0203291100","10",""
"0203291500",80,4,,,,,,0,,"0203291100","10",""
"0203295500",10,4,,,,,,0,,"0203291100","10",""
"0203295500",80,5,,,,,,0,,"0203295500","10",""
"0203295520",10,6,,,,,,0,,"0203295500","80",""
"0203295520",80,7,,,,,,0,,"0203295520","10",""
"0203295530",80,7,,,,,,0,,"0203295520","10",""
"0203295591",10,6,,,,,,0,,"0203295500","80",""
"0203295591",80,7,,,,,,0,,"0203295591","10",""
"0203295592",80,7,,,,,,0,,"0203295591","10",""
"0203295599",80,7,,,,,,0,,"0203295591","10",""
"0203295900",80,5,,,,,,0,,"0203295500","10",""
"0203299000",80,3,,,,,,0,,"0203290000","80",""
"0204000000",80,0,,,,,,0,,"","",""
"0204100000",80,1,,,,,,0,,"0204000000","80",""
"0204100010",80,2,,,,,,0,,"0204100000","80",""
"0204100090",80,2,,,,,,0,,"0204100000","80",""
"0204210000",10,1,,,,,,0,,"0204000000","80",""
"0204210000",80,2,,,,,,0,,"0204210000","10",""
"0204210010",80,3,,,,,,0,,"0204210000","80",""
"0204210090",80,3,,,,,,0,,"0204210000","80",""
"0204220000",80,2,,,,,,0,,"0204210000","10",""
"0204221000",80,3,,,,,,0,,"0204220000","80",""
"0204221010",80,4,,,,,,0,,"0204221000","80",""
"0204221090",80,4,,,,,,0,,"0204221000","80",""
"0204223000",80,3,,,,,,0,,"0204220000","80",""
"0204223010",80,4,,,,,,0,,"0204223000","80",""
"0204223090",80,4,,,,,,0,,"0204223000","80",""
"0204225000",80,3,,,,,,0,,"0204220000","80",""
"0204225010",80,4,,,,,,0,,"0204225000","80",""
"0204225090",80,4,,,,,,0,,"0204225000","80",""
"0204229000",80,3,,,,,,0,,"0204220000","80",""
"0204229010",80,4,,,,,,0,,"0204229000","80",""
"0204229090",80,4,,,,,,0,,"0204229000","80",""
"0204230000",80,2,,,,,,0,,"0204210000","10",""
"0204230011",10,3,,,,,,0,,"0204230000","80",""
"0204230011",80,4,,,,,,0,,"0204230011","10",""
"0204230019",80,4,,,,,,0,,"0204230011","10",""
"0204230091",10,3,,,,,,0,,"0204230000","80",""
"0204230091",80,4,,,,,,0,,"0204230091","10",""
"0204230099",80,4,,,,,,0,,"0204230091","10",""
"0204300000",80,1,,,,,,0,,"0204000000","80",""
"0204300010",80,2,,,,,,0,,"0204300000","80",""
"0204300090",80,2,,,,,,0,,"0204300000","80",""
"0204410000",10,1,,,,,,0,,"0204000000","80",""
"0204410000",80,2,,,,,,0,,"0204410000","10",""
"0204410010",80,3,,,,,,0,,"0204410000","80",""
"0204410090",80,3,,,,,,0,,"0204410000","80",""
"0204420000",80,2,,,,,,0,,"0204410000","10",""
"0204421000",80,3,,,,,,0,,"0204420000","80",""
"0204421010",80,4,,,,,,0,,"0204421000","80",""
"0204421090",80,4,,,,,,0,,"0204421000","80",""
"0204423000",80,3,,,,,,0,,"0204420000","80",""
"0204423010",80,4,,,,,,0,,"0204423000","80",""
"0204423090",80,4,,,,,,0,,"0204423000","80",""
"0204425000",80,3,,,,,,0,,"0204420000","80",""
"0204425010",80,4,,,,,,0,,"0204425000","80",""
"0204425090",80,4,,,,,,0,,"0204425000","80",""
"0204429000",80,3,,,,,,0,,"0204420000","80",""
"0204429010",80,4,,,,,,0,,"0204429000","80",""
"0204429090",80,4,,,,,,0,,"0204429000","80",""
"0204430000",80,2,,,,,,0,,"0204410000","10",""
"0204431000",80,3,,,,,,0,,"0204430000","80",""
"0204431010",80,4,,,,,,0,,"0204431000","80",""
"0204431090",80,4,,,,,,0,,"0204431000","80",""
"0204439000",80,3,,,,,,0,,"0204430000","80",""
"0204439010",80,4,,,,,,0,,"0204439000","80",""
"0204439090",80,4,,,,,,0,,"0204439000","80",""
"0204500000",80,1,,,,,,0,,"0204000000","80",""
"0204501100",10,2,,,,,,0,,"0204500000","80",""
"0204501100",80,3,,,,,,0,,"0204501100","10",""
"0204501300",80,3,,,,,,0,,"0204501100","10",""
"0204501500",80,3,,,,,,0,,"0204501100","10",""
"0204501900",80,3,,,,,,0,,"0204501100","10",""
"0204503100",10,3,,,,,,0,,"0204501100","10",""
"0204503100",80,4,,,,,,0,,"0204503100","10",""
"0204503900",80,4,,,,,,0,,"0204503100","10",""
"0204503910",80,5,,,,,,0,,"0204503900","80",""
"0204503990",80,5,,,,,,0,,"0204503900","80",""
"0204505100",10,2,,,,,,0,,"0204500000","80",""
"0204505100",80,3,,,,,,0,,"0204505100","10",""
"0204505300",80,3,,,,,,0,,"0204505100","10",""
"0204505500",80,3,,,,,,0,,"0204505100","10",""
"0204505900",80,3,,,,,,0,,"0204505100","10",""
"0204507100",10,3,,,,,,0,,"0204505100","10",""
"0204507100",80,4,,,,,,0,,"0204507100","10",""
"0204507900",80,4,,,,,,0,,"0204507100","10",""
"0204507910",80,5,,,,,,0,,"0204507900","80",""
"0204507990",80,5,,,,,,0,,"0204507900","80",""
"0205000000",80,0,,,,,,0,,"","",""
"0205002000",80,1,,,,,,0,,"0205000000","80",""
"0205008000",80,1,,,,,,0,,"0205000000","80",""
"0206000000",80,0,,,,,,0,,"","",""
"0206100000",80,1,,,,,,0,,"0206000000","80",""
"0206101000",80,2,,,,,,0,,"0206100000","80",""
"0206109500",10,2,,,,,,0,,"0206100000","80",""
"0206109500",80,3,,,,,,0,,"0206109500","10",""
"0206109511",10,4,,,,,,0,,"0206109500","80",""
"0206109511",80,5,,,,,,0,,"0206109511","10",""
"0206109515",80,5,,,,,,0,,"0206109511","10",""
"0206109591",10,4,,,,,,0,,"0206109500","80",""
"0206109591",80,5,,,,,,0,,"0206109591","10",""
"0206109599",80,5,,,,,,0,,"0206109591","10",""
"0206109800",80,3,,,,,,0,,"0206109500","10",""
"0206210000",10,1,,,,,,0,,"0206000000","80",""
"0206210000",80,2,,,,,,0,,"0206210000","10",""
"0206220000",80,2,,,,,,0,,"0206210000","10",""
"0206290000",80,2,,,,,,0,,"0206210000","10",""
"0206291000",80,3,,,,,,0,,"0206290000","80",""
"0206299100",10,3,,,,,,0,,"0206290000","80",""
"0206299100",80,4,,,,,,0,,"0206299100","10",""
"0206299111",10,5,,,,,,0,,"0206299100","80",""
"0206299111",20,6,,,,,,0,,"0206299111","10",""
"0206299111",80,7,,,,,,0,,"0206299111","20",""
"0206299115",80,7,,,,,,0,,"0206299111","20",""
"0206299121",10,6,,,,,,0,,"0206299111","10",""
"0206299121",80,7,,,,,,0,,"0206299121","10",""
"0206299129",80,7,,,,,,0,,"0206299121","10",""
"0206299133",10,5,,,,,,0,,"0206299100","80",""
"0206299133",20,6,,,,,,0,,"0206299133","10",""
"0206299133",30,7,,,,,,0,,"0206299133","20",""
"0206299133",40,8,,,,,,0,,"0206299133","30",""
"0206299133",80,9,,,,,,0,,"0206299133","40",""
"0206299135",80,9,,,,,,0,,"0206299133","40",""
"0206299137",10,8,,,,,,0,,"0206299133","30",""
"0206299137",80,9,,,,,,0,,"0206299137","10",""
"0206299138",80,9,,,,,,0,,"0206299137","10",""
"0206299141",10,8,,,,,,0,,"0206299133","30",""
"0206299141",80,9,,,,,,0,,"0206299141","10",""
"0206299142",80,9,,,,,,0,,"0206299141","10",""
"0206299144",10,7,,,,,,0,,"0206299133","20",""
"0206299144",80,8,,,,,,0,,"0206299144","10",""
"0206299145",80,8,,,,,,0,,"0206299144","10",""
"0206299151",10,6,,,,,,0,,"0206299133","10",""
"0206299151",20,7,,,,,,0,,"0206299151","10",""
