1032,0101299000,ID
1032,0101300000,ID
1032,0101900000,ID
1032,0104201000,ID
1032,0106141000,ID
1032,0106391000,ID
1032,0205002000,ID
1032,0205008000,ID
1032,0206809100,ID
1032,0206909100,ID
1032,0207149100,ID
1032,0207279100,ID
1032,0207459500,ID
1032,0207559500,ID
1032,0207609100,ID
1032,0208907000,ID
1032,0210929200,ID
1032,0210991000,ID
1032,0210995900,ID
1032,0210998500,ID
1032,0403105100,ID
1032,0403105300,ID
1032,0403105900,ID
1032,0403109100,ID
1032,0403109300,ID
1032,0403109900,ID
1032,0403907100,ID
1032,0403907300,ID
1032,0403907900,ID
1032,0403909100,ID
1032,0403909300,ID
1032,0403909900,ID
1032,0405201000,ID
1032,0405203000,ID
1032,0407199000,ID
1032,0407299000,ID
1032,0407909000,ID
1032,0410000000,ID
1032,0511993900,ID
1032,0601101000,KE
1032,0601102000,KE
1032,0601103000,KE
1032,0601104000,KE
1032,0601109000,KE
1032,0601201000,KE
1032,0601203000,KE
1032,0601209000,KE
1032,0602101000,KE
1032,0602109000,KE
1032,0602201000,KE
1032,0602202000,KE
1032,0602203000,KE
1032,0602208000,KE
1032,0602300000,KE
1032,0602400000,KE
1032,0602901000,KE
1032,0602902000,KE
1032,0602903000,KE
1032,0602904100,KE
1032,0602904500,KE
1032,0602904600,KE
1032,0602904700,KE
1032,0602904800,KE
1032,0602905000,KE
1032,0602907000,KE
1032,0602909100,KE
1032,0602909900,KE
1032,0603110000,KE
1032,0603120000,KE
1032,0603130000,KE
1032,0603140000,KE
1032,0603150000,KE
1032,0603191000,KE
1032,0603192000,KE
1032,0603197000,KE
1032,0603900000,KE
1032,0604201100,KE
1032,0604201900,KE
1032,0604202000,KE
1032,0604204000,KE
1032,0604209000,KE
1032,0604901100,KE
1032,0604901900,KE
1032,0604909100,KE
1032,0604909900,KE
1032,1501900000,ID
1032,1502109000,ID
1032,1502909000,ID
1032,1503001900,ID
1032,1503009000,ID
1032,1504101000,ID
1032,1504109100,ID
1032,1504109900,ID
1032,1504201000,ID
1032,1504209000,ID
1032,1504301000,ID
1032,1504309000,ID
1032,1505001000,ID
1032,1507101000,ID
1032,1507109000,ID
1032,1507901000,ID
1032,1507909000,ID
1032,1508101000,ID
1032,1508109000,ID
1032,1508901000,ID
1032,1508909000,ID
1032,1511109000,ID
1032,1511901100,ID
1032,1511901900,ID
1032,1511909100,ID
1032,1511909900,ID
1032,1512111000,ID
1032,1512119100,ID
1032,1512119900,ID
1032,1512191000,ID
1032,1512199000,ID
1032,1512211000,ID
1032,1512219000,ID
1032,1512291000,ID
1032,1512299000,ID
1032,1513111000,ID
1032,1513119100,ID
1032,1513119900,ID
1032,1513191100,ID
1032,1513191900,ID
1032,1513193000,ID
1032,1513199100,ID
1032,1513199900,ID
1032,1513211000,ID
1032,1513213000,ID
1032,1513219000,ID
1032,1513291100,ID
1032,1513291900,ID
1032,1513293000,ID
1032,1513295000,ID
1032,1513299000,ID
1032,1514111000,ID
1032,1514119000,ID
1032,1514191000,ID
1032,1514199000,ID
1032,1514911000,ID
1032,1514919000,ID
1032,1514991000,ID
1032,1514999000,ID
1032,1515110000,ID
1032,1515191000,ID
1032,1515199000,ID
1032,1515211000,ID
1032,1515219000,ID
1032,1515291000,ID
1032,1515299000,ID
1032,1515301000,ID
1032,1515309000,ID
1032,1515501100,ID
1032,1515501900,ID
1032,1515509100,ID
1032,1515509900,ID
1032,1515901100,ID
1032,1515902100,ID
1032,1515902900,ID
1032,1515903100,ID
1032,1515903900,ID
1032,1515904000,ID
1032,1515905100,ID
1032,1515905900,ID
1032,1515906000,ID
1032,1515909100,ID
1032,1515909900,ID
1032,1516101000,ID
1032,1516109000,ID
1032,1516201000,ID
1032,1516209100,ID
1032,1516209500,ID
1032,1516209600,ID
1032,1516209800,ID
1032,1517101000,ID
1032,1517109000,ID
1032,1517901000,ID
1032,1517909100,ID
1032,1517909300,ID
1032,1517909900,ID
1032,1518001000,ID
1032,1518003100,ID
1032,1518003900,ID
1032,1518009100,ID
1032,1518009500,ID
1032,1518009900,ID
1032,1521909900,ID
1032,1522001000,ID
1032,1522009100,ID
1032,2519901000,IN
1032,2522100000,IN
1032,2522200000,IN
1032,2522300000,IN
1032,2523100000,IN
