"6300000000","6300","80","","","OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS"
"6301000000","","10","","","I. OTHER MADE-UP TEXTILE ARTICLES"
"6301000000","6301","80","","","Blankets and travelling rugs"
"6301100000","6301 10","80","0.0%","","Electric blankets"
"6301200000","6301 20","80","","","Blankets (other than electric blankets) and travelling rugs; of wool or of fine animal hair"
"6301201000","6301 20 10","80","0.0%","","Knitted or crocheted"
"6301209000","6301 20 90","80","0.0%","","Other"
"6301300000","6301 30","80","","","Blankets (other than electric blankets) and travelling rugs; of cotton"
"6301301000","6301 30 10","80","0.0%","","Knitted or crocheted"
"6301309000","6301 30 90","80","0.0%","","Other"
"6301400000","6301 40","80","","","Blankets (other than electric blankets) and travelling rugs; of synthetic fibres"
"6301401000","6301 40 10","80","0.0%","","Knitted or crocheted"
"6301409000","6301 40 90","80","0.0%","","Other"
"6301900000","6301 90","80","","","Other blankets and travelling rugs"
"6301901000","6301 90 10","80","0.0%","","Knitted or crocheted"
"6301909000","6301 90 90","80","0.0%","","Other"
"6302000000","6302","80","","","Bedlinen; table linen; toilet linen and kitchen linen"
"6302100000","6302 10","80","0.0%","","Bedlinen; knitted or crocheted"
"6302210000","","10","","","Other bedlinen; printed"
"6302210000","6302 21","80","0.0%","","Of cotton"
"6302220000","6302 22","80","","","Of man-made fibres"
"6302221000","6302 22 10","80","6.9%","","Nonwovens"
"6302229000","6302 22 90","80","12.0%","","Other"
"6302290000","6302 29","80","","","Of other textile materials"
"6302291000","6302 29 10","80","0.0%","","Of flax or ramie"
"6302299000","6302 29 90","80","0.0%","","Of other textile materials"
"6302310000","","10","","","Other bedlinen"
"6302310000","6302 31","80","12.0%","","Of cotton"
"6302320000","6302 32","80","","","Of man-made fibres"
"6302321000","6302 32 10","80","6.9%","","Nonwovens"
"6302329000","6302 32 90","80","12.0%","","Other"
"6302390000","6302 39","80","","","Of other textile materials"
"6302392000","6302 39 20","80","12.0%","","Of flax or ramie"
"6302399000","6302 39 90","80","12.0%","","Of other textile materials"
"6302400000","6302 40","80","0.0%","","Table linen; knitted or crocheted"
"6302510000","","10","","","Other table linen"
"6302510000","6302 51","80","0.0%","","Of cotton"
"6302530000","6302 53","80","","","Of man-made fibres"
"6302531000","6302 53 10","80","0.0%","","Nonwovens"
"6302539000","6302 53 90","80","0.0%","","Other"
"6302590000","6302 59","80","","","Of other textile materials"
"6302591000","6302 59 10","80","0.0%","","Of flax"
"6302599000","6302 59 90","80","0.0%","","Other"
"6302600000","6302 60","80","","","Toilet linen and kitchen linen; of terry towelling or similar terry fabrics; of cotton"
"6302600010","6302 60 00 10","80","12.0%","","Knitted or crocheted"
"6302600090","6302 60 00 90","80","12.0%","","Other"
"6302910000","","10","","","Other"
"6302910000","6302 91","80","","","Of cotton"
"6302910010","6302 91 00 10","80","12.0%","","Hand-printed by the 'batik' method"
"6302910090","6302 91 00 90","80","12.0%","","Other"
"6302930000","6302 93","80","","","Of man-made fibres"
"6302931000","6302 93 10","80","0.0%","","Nonwovens"
"6302939000","6302 93 90","80","0.0%","","Other"
"6302990000","6302 99","80","","","Of other textile materials"
"6302991000","6302 99 10","80","0.0%","","Of flax"
"6302999000","6302 99 90","80","0.0%","","Other"
"6303000000","6303","80","","","Curtains (including drapes) and interior blinds; curtain or bed valances"
"6303120000","","10","","","Knitted or crocheted"
"6303120000","6303 12","80","0.0%","","Of synthetic fibres"
"6303190000","6303 19","80","0.0%","","Of other textile materials"
"6303910000","","10","","","Other"
"6303910000","6303 91","80","0.0%","","Of cotton"
"6303920000","6303 92","80","","","Of synthetic fibres"
"6303921000","6303 92 10","80","0.0%","","Nonwovens"
"6303929000","6303 92 90","80","0.0%","","Other"
"6303990000","6303 99","80","","","Of other textile materials"
"6303991000","6303 99 10","80","0.0%","","Nonwovens"
"6303999000","6303 99 90","80","0.0%","","Other"
"6304000000","6304","80","","","Other furnishing articles; excluding those of heading 9404"
"6304110000","","10","","","Bedspreads"
"6304110000","6304 11","80","0.0%","","Knitted or crocheted"
"6304190000","6304 19","80","","","Other"
"6304191000","6304 19 10","80","0.0%","","Of cotton"
"6304193000","6304 19 30","80","0.0%","","Of flax or ramie"
"6304199000","6304 19 90","80","0.0%","","Of other textile materials"
"6304200000","6304 20","80","0.0%","","Bed nets specified in subheading note 1 to this chapter"
"6304910000","","10","","","Other"
"6304910000","6304 91","80","0.0%","","Knitted or crocheted"
"6304920000","6304 92","80","0.0%","","Not knitted or crocheted; of cotton"
"6304930000","6304 93","80","0.0%","","Not knitted or crocheted; of synthetic fibres"
"6304990000","6304 99","80","0.0%","","Not knitted or crocheted; of other textile materials"
"6305000000","6305","80","","","Sacks and bags; of a kind used for the packing of goods"
"6305100000","6305 10","80","","","Of jute or of other textile bast fibres of heading 5303"
"6305101000","6305 10 10","80","0.0%","","Used"
"6305109000","6305 10 90","80","0.0%","","Other"
"6305200000","6305 20","80","0.0%","","Of cotton"
"6305320000","","10","","","Of man-made textile materials"
"6305320000","6305 32","80","","","Flexible intermediate bulk containers"
"6305321100","","10","","","Of polyethylene or polypropylene strip or the like"
"6305321100","6305 32 11","80","0.0%","","Knitted or crocheted"
"6305321900","6305 32 19","80","0.0%","","Other"
"6305329000","6305 32 90","80","0.0%","","Other"
"6305330000","6305 33","80","","","Other; of polyethylene or polypropylene strip or the like"
"6305331000","6305 33 10","80","0.0%","","Knitted or crocheted"
"6305339000","6305 33 90","80","0.0%","","Other"
"6305390000","6305 39","80","0.0%","","Other"
"6305900000","6305 90","80","0.0%","","Of other textile materials"
"6306000000","6306","80","","","Tarpaulins; awnings and sunblinds; tents; sails for boats; sailboards or landcraft; camping goods"
"6306120000","","10","","","Tarpaulins; awnings and sunblinds"
"6306120000","6306 12","80","0.0%","","Of synthetic fibres"
"6306190000","6306 19","80","0.0%","","Of other textile materials"
"6306220000","","10","","","Tents"
"6306220000","6306 22","80","0.0%","","Of synthetic fibres"
"6306290000","6306 29","80","0.0%","","Of other textile materials"
"6306300000","6306 30","80","0.0%","","Sails"
"6306400000","6306 40","80","0.0%","","Pneumatic mattresses"
"6306900000","6306 90","80","0.0%","","Other"
"6307000000","6307","80","","","Other made-up articles; including dress patterns"
"6307100000","6307 10","80","","","Floorcloths; dishcloths; dusters and similar cleaning cloths"
"6307101000","6307 10 10","80","0.0%","","Knitted or crocheted"
"6307103000","6307 10 30","80","0.0%","","Nonwovens"
"6307109000","6307 10 90","80","0.0%","","Other"
"6307200000","6307 20","80","0.0%","","Life jackets and lifebelts"
"6307900000","6307 90","80","","","Other"
"6307901000","6307 90 10","80","0.0%","","Knitted or crocheted"
"6307909100","","10","","","Other"
"6307909100","6307 90 91","80","0.0%","","Of felt"
"6307909200","","10","","","Other"
"6307909200","6307 90 92","80","0.0%","","Single-use drapes made up of fabrics of heading 5603; of a kind used during surgical procedures"
"6307909800","6307 90 98","80","0.0%","","Other"
"6308000000","","10","","","II. SETS"
"6308000000","6308","80","0.0%","","Sets consisting of woven fabric and yarn; whether or not with accessories; for making up into rugs; tapestries; embroidered tablecloths or serviettes; or similar textile articles; put up in packings for retail sale"
"6309000000","","10","","","III. WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS"
