"5400000000","5400","80","","","MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS"
"5401000000","5401","80","","","Sewing thread of man-made filaments; whether or not put up for retail sale"
"5401100000","5401 10","80","","","Of synthetic filaments"
"5401101200","","10","","","Not put up for retail sale"
"5401101200","","20","","","Core yarn"
"5401101200","5401 10 12","80","0.0%","","Polyester filament surrounded by cotton fibres"
"5401101400","5401 10 14","80","0.0%","","Other"
"5401101600","","10","","","Other"
"5401101600","5401 10 16","80","0.0%","","Textured yarn"
"5401101800","5401 10 18","80","0.0%","","Other"
"5401109000","5401 10 90","80","0.0%","","Put up for retail sale"
"5401200000","5401 20","80","","","Of artificial filaments"
"5401201000","5401 20 10","80","0.0%","","Not put up for retail sale"
"5401209000","5401 20 90","80","0.0%","","Put up for retail sale"
"5402000000","5402","80","","","Synthetic filament yarn (other than sewing thread); not put up for retail sale; including synthetic monofilament of less than 67 decitex"
"5402110000","","10","","","High tenacity yarn of nylon or other polyamides; whether or not textured"
"5402110000","5402 11","80","0.0%","","Of aramids"
"5402190000","5402 19","80","0.0%","","Other"
"5402200000","5402 20","80","0.0%","","High tenacity yarn of polyesters; whether or not textured"
"5402310000","","10","","","Textured yarn"
"5402310000","5402 31","80","0.0%","","Of nylon or other polyamides; measuring per single yarn not more than 50 tex"
"5402320000","5402 32","80","0.0%","","Of nylon or other polyamides; measuring per single yarn more than 50 tex"
"5402330000","5402 33","80","0.0%","","Of polyesters"
"5402340000","5402 34","80","0.0%","","Of polypropylene"
"5402390000","5402 39","80","0.0%","","Other"
"5402440000","","10","","","Other yarn; single; untwisted or with a twist not exceeding 50 turns per metre"
"5402440000","5402 44","80","0.0%","","Elastomeric"
"5402450000","5402 45","80","0.0%","","Other; of nylon or other polyamides"
"5402460000","5402 46","80","0.0%","","Other; of polyesters; partially oriented"
"5402470000","5402 47","80","0.0%","","Other; of polyesters"
"5402480000","5402 48","80","0.0%","","Other; of polypropylene"
"5402490000","5402 49","80","0.0%","","Other"
"5402510000","","10","","","Other yarn; single; with a twist exceeding 50 turns per metre"
"5402510000","5402 51","80","0.0%","","Of nylon or other polyamides"
