"4400000000","4400","80","","","WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL"
"4401000000","4401","80","","","Fuel wood; in logs; in billets; in twigs; in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap; whether or not agglomerated in logs; briquettes; pellets or similar forms"
"4401110000","","10","","","Fuel wood; in logs; in billets; in twigs; in faggots or in similar forms"
"4401110000","4401 11","80","0.0%","","Coniferous"
"4401120000","4401 12","80","0.0%","","Non-coniferous"
"4401210000","","10","","","Wood in chips or particles"
"4401210000","4401 21","80","0.0%","","Coniferous"
"4401220000","4401 22","80","0.0%","","Non-coniferous"
"4401310000","","10","","","Sawdust and wood waste and scrap; agglomerated in logs; briquettes; pellets or similar forms"
"4401310000","4401 31","80","0.0%","","Wood pellets"
"4401390000","4401 39","80","0.0%","","Other"
"4401400000","4401 40","80","","","Sawdust and wood waste and scrap; not agglomerated"
"4401401000","4401 40 10","80","0.0%","","Sawdust"
"4401409000","4401 40 90","80","0.0%","","Other"
"4402000000","4402","80","","","Wood charcoal (including shell or nut charcoal); whether or not agglomerated"
"4402100000","4402 10","80","0.0%","","Of bamboo"
"4402900000","4402 90","80","0.0%","","Other"
"4403000000","4403","80","","","Wood in the rough; whether or not stripped of bark or sapwood; or roughly squared"
"4403110000","","10","","","Treated with paint; stains; creosote or other preservatives"
"4403110000","4403 11","80","0.0%","","Coniferous"
"4403120000","4403 12","80","0.0%","","Non-coniferous"
"4403210000","","10","","","Other; coniferous"
"4403210000","4403 21","80","","","Of pine (Pinus spp.); of which any cross-sectional dimension is 15 cm or more"
"4403211000","4403 21 10","80","0.0%","","Sawlogs"
"4403219000","4403 21 90","80","0.0%","","Other"
"4403220000","4403 22","80","0.0%","","Of pine (Pinus spp.); other"
"4403230000","4403 23","80","","","Of fir (Abies spp.) and spruce (Picea spp.); of which any cross-sectional dimension is 15 cm or more"
"4403231000","4403 23 10","80","0.0%","","Sawlogs"
"4403239000","4403 23 90","80","0.0%","","Other"
"4403240000","4403 24","80","0.0%","","Of fir (Abies spp.) and spruce (Picea spp.); other"
"4403250000","4403 25","80","","","Other; of which any cross-sectional dimension is 15 cm or more"
"4403251000","4403 25 10","80","0.0%","","Sawlogs"
"4403259000","4403 25 90","80","0.0%","","Other"
"4403260000","4403 26","80","0.0%","","Other"
"4403410000","","10","","","Other; of tropical wood"
"4403410000","4403 41","80","0.0%","","Dark red meranti; light red meranti and meranti bakau"
"4403490000","4403 49","80","","","Other"
"4403491000","4403 49 10","80","0.0%","","Acajou d'Afrique; iroko and sapelli"
"4403493500","4403 49 35","80","0.0%","","Okoumé and sipo"
"4403498500","4403 49 85","80","0.0%","","Other"
"4403910000","","10","","","Other"
"4403910000","4403 91","80","0.0%","","Of oak (Quercus spp.)"
"4403930000","4403 93","80","0.0%","","Of beech (Fagus spp.); of which any cross-sectional dimension is 15 cm or more"
"4403940000","4403 94","80","0.0%","","Of beech (Fagus spp.); other"
"4403950000","4403 95","80","","","Of birch (Betula spp.); of which any cross-sectional dimension is 15 cm or more"
"4403951000","4403 95 10","80","0.0%","","Sawlogs"
"4403959000","4403 95 90","80","0.0%","","Other"
