"1602491100","1602 49 11","80","20.600 € / 100 kg","","Loins (excluding collars) and cuts thereof; including mixtures of loins or hams"
"1602491300","1602 49 13","80","17.000 € / 100 kg","","Collars and cuts thereof; including mixtures of collars and shoulders"
"1602491500","1602 49 15","80","17.000 € / 100 kg","","Other mixtures containing hams (legs); shoulders; loins or collars; and cuts thereof"
"1602491900","1602 49 19","80","11.300 € / 100 kg","","Other"
"1602493000","1602 49 30","80","9.900 € / 100 kg","","Containing by weight 40% or more but less than 80% of meat or meat offal; of any kind; including fats of any kind or origin"
"1602495000","1602 49 50","80","7.100 € / 100 kg","","Containing by weight less than 40% of meat or meat offal; of any kind; including fats of any kind or origin"
"1602499000","1602 49 90","80","1.4%","","Other"
"1602500000","1602 50","80","","","Of bovine animals"
"1602501000","1602 50 10","80","160.100 € / 100 kg","","Uncooked; mixtures of cooked meat or offal and uncooked meat or offal"
"1602503100","","10","","","Other"
"1602503100","1602 50 31","80","8.8%","","Corned beef; in airtight containers"
"1602509500","1602 50 95","80","8.8%","","Other"
"1602900000","1602 90","80","","","Other; including preparations of blood of any animal"
"1602901000","1602 90 10","80","0.0%","","Preparations of blood of any animal"
"1602903100","","10","","","Other"
"1602903100","1602 90 31","80","0.0%","","Of game or rabbit"
"1602905100","","10","","","Other"
"1602905100","1602 90 51","80","0.0%","","Containing meat or meat offal of domestic swine"
"1602906100","","10","","","Other"
"1602906100","","20","","","Containing bovine meat or offal"
"1602906100","1602 90 61","80","0.0%","","Uncooked; mixtures of cooked meat or offal and uncooked meat or offal"
"1602906900","1602 90 69","80","0.0%","","Other"
"1602909100","","10","","","Other"
"1602909100","1602 90 91","80","12.8%","","Of sheep"
"1602909500","1602 90 95","80","16.6%","","Of goats"
"1602909900","1602 90 99","80","0.0%","","Other"
"1603000000","1603","80","","","Extracts and juices of meat; fish or crustaceans; molluscs or other aquatic invertebrates"
"1603001000","1603 00 10","80","0.0%","","In immediate packings of a net content of 1kg or less"
"1603008000","1603 00 80","80","0.0%","","Other"
"1604000000","1604","80","","","Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs"
"1604110000","","10","","","Fish; whole or in pieces; but not minced"
"1604110000","1604 11","80","0.0%","","Salmon"
"1604120000","1604 12","80","","","Herring"
"1604121000","1604 12 10","80","0.0%","","Fillets; raw; merely coated with batter or breadcrumbs; whether or not pre-fried in oil; frozen"
"1604129100","","10","","","Other"
"1604129100","1604 12 91","80","0.0%","","In airtight containers"
"1604129900","1604 12 99","80","0.0%","","Other"
"1604130000","1604 13","80","","","Sardines; sardinella and brisling or sprats"
"1604131100","","10","","","Sardines"
"1604131100","1604 13 11","80","0.0%","","In olive oil"
"1604131900","1604 13 19","80","0.0%","","Other"
"1604139000","1604 13 90","80","0.0%","","Other"
"1604140000","1604 14","80","","","Tuna; skipjack and bonito (Sarda spp.)"
"1604142100","","10","","","Tuna and skipjack"
"1604142100","","20","","","Skipjack"
"1604142100","1604 14 21","80","24.0%","","In vegetable oil"
"1604142600","","10","","","Other"
"1604142600","1604 14 26","80","","","Fillets known as 'loins'"
"1604142610","1604 14 26 10","80","24.0%","","For processing"
"1604142690","1604 14 26 90","80","24.0%","","Other"
"1604142800","1604 14 28","80","24.0%","","Other"
"1604143100","","10","","","Yellowfin tuna (Thunnus albacares)"
"1604143100","1604 14 31","80","","","In vegetable oil"
"1604143110","1604 14 31 10","80","24.0%","","Fillets known as 'loins'"
"1604143190","1604 14 31 90","80","24.0%","","Other"
"1604143600","","10","","","Other"
"1604143600","1604 14 36","80","0.0%","","Fillets known as 'loins'"
"1604143800","1604 14 38","80","24.0%","","Other"
"1604144100","","10","","","Other"
"1604144100","1604 14 41","80","","","In vegetable oil"
"1604144110","1604 14 41 10","80","24.0%","","Bluefin tunas (Thunnus thynnus)"
"1604144120","1604 14 41 20","80","24.0%","","Atlantic bigeye tuna (Thunnus obesus)"
"1604144130","1604 14 41 30","80","24.0%","","Albacore tuna (Thunnus alalunga)"
"1604144190","1604 14 41 90","80","24.0%","","Other"
"1604144600","","10","","","Other"
"1604144600","1604 14 46","80","0.0%","","Fillets known as 'loins'"
"1604144800","1604 14 48","80","","","Other"
"1604144810","1604 14 48 10","80","24.0%","","Bluefin tunas (Thunnus thynnus)"
"1604144820","1604 14 48 20","80","24.0%","","Atlantic bigeye tuna (Thunnus obesus)"
"1604144830","1604 14 48 30","80","24.0%","","Albacore tuna (Thunnus alalunga)"
"1604144890","1604 14 48 90","80","24.0%","","Other"
"1604149000","1604 14 90","80","0.0%","","Bonito (Sarda spp.)"
"1604150000","1604 15","80","","","Mackerel"
"1604151100","","10","","","Of the species Scomber scombrus  and Scomber japonicus "
"1604151100","1604 15 11","80","0.0%","","Fillets"
"1604151900","1604 15 19","80","0.0%","","Other"
"1604159000","1604 15 90","80","0.0%","","Of the species Scomber australasicus "
"1604160000","1604 16","80","0.0%","","Anchovies"
"1604170000","1604 17","80","0.0%","","Eels"
"1604180000","1604 18","80","0.0%","","Shark fins"
"1604190000","1604 19","80","","","Other"
"1604191000","1604 19 10","80","0.0%","","Salmonidae; other than salmon"
"1604193100","","10","","","Fish of the genus Euthynnus; other than skipjack (Euthynnus (Katsuwonus) pelamis)"
"1604193100","1604 19 31","80","0.0%","","Fillets known as 'loins'"
"1604193900","1604 19 39","80","0.0%","","Other"
"1604195000","1604 19 50","80","0.0%","","Fish of the species Orcynopsis unicolor "
"1604199100","","10","","","Other"
"1604199100","1604 19 91","80","0.0%","","Fillets; raw; merely coated with batter or breadcrumbs; whether or not pre-fried in oil; frozen"
"1604199200","","10","","","Other"
"1604199200","1604 19 92","80","0.0%","","Cod (Gadus morhua; Gadus ogac; Gadus macrocephalus)"
"1604199300","1604 19 93","80","0.0%","","Coalfish (Pollachius virens)"
"1604199400","1604 19 94","80","0.0%","","Hake (Merluccius spp.; Urophycis spp.)"
"1604199500","1604 19 95","80","0.0%","","Alaska pollock (Theragra chalcogramma) and pollack (Pollachius pollachius)"
"1604199700","1604 19 97","80","0.0%","","Other"
"1604200000","1604 20","80","","","Other prepared or preserved fish"
"1604200500","1604 20 05","80","0.0%","","Preparations of surimi"
"1604201000","","10","","","Other"
"1604201000","1604 20 10","80","0.0%","","Of salmon"
"1604203000","1604 20 30","80","0.0%","","Of Salmonidae; other than salmon"
"1604204000","1604 20 40","80","0.0%","","Of anchovies"
"1604205000","1604 20 50","80","0.0%","","Of sardines; bonito; mackerel of the species Scomber scombrus  and Scomber japonicus; fish of the species Orcynopsis unicolor "
"1604207000","1604 20 70","80","0.0%","","Of tuna; skipjack or other fish of the genus Euthynnus "
"1604209000","1604 20 90","80","0.0%","","Of other fish"
"1604310000","","10","","","Caviar and caviar substitutes"
"1604310000","1604 31","80","0.0%","","Caviar"
"1604320000","1604 32","80","0.0%","","Caviar substitutes"
"1605000000","1605","80","","","Crustaceans; molluscs and other aquatic invertebrates; prepared or preserved"
"1605100000","1605 10","80","0.0%","","Crab"
"1605210000","","10","","","Shrimps and prawns"
"1605210000","1605 21","80","","","Not in airtight containers"
"1605211000","1605 21 10","80","0.0%","","In immediate packings of a net content not exceeding 2kg"
"1605219000","1605 21 90","80","0.0%","","Other"
"1605290000","1605 29","80","0.0%","","Other"
"1605300000","1605 30","80","","","Lobster"
"1605301000","1605 30 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Lobster meat; cooked; for the manufacture of lobster butter or of lobster pastes; pâtés; soups or sauces"
"1605309000","1605 30 90","80","0.0%","","Other"
"1605400000","1605 40","80","0.0%","","Other crustaceans"
"1605510000","","10","","","Molluscs"
"1605510000","1605 51","80","0.0%","","Oysters"
"1605520000","1605 52","80","0.0%","","Scallops; including queen scallops"
"1605530000","1605 53","80","","","Mussels"
"1605531000","1605 53 10","80","0.0%","","In airtight containers"
"1605539000","1605 53 90","80","0.0%","","Other"
"1605540000","1605 54","80","0.0%","","Cuttlefish and squid"
"1605550000","1605 55","80","0.0%","","Octopus"
"1605560000","1605 56","80","0.0%","","Clams; cockles and arkshells"
"1605570000","1605 57","80","0.0%","","Abalone"
"1605580000","1605 58","80","0.0%","","Snails; other than sea snails"
"1605590000","1605 59","80","0.0%","","Other"
"1605610000","","10","","","Other aquatic invertebrates"
"1605610000","1605 61","80","0.0%","","Sea cucumbers"
"1605620000","1605 62","80","0.0%","","Sea urchins"
"1605630000","1605 63","80","0.0%","","Jellyfish"
"1605690000","1605 69","80","0.0%","","Other"
