"9100000000","9100","80","","","CLOCKS AND WATCHES AND PARTS THEREOF"
"9101000000","9101","80","","","Wristwatches; pocket-watches and other watches; including stopwatches; with case of precious metal or of metal clad with precious metal"
"9101110000","","10","","","Wristwatches; electrically operated; whether or not incorporating a stopwatch facility"
"9101110000","9101 11","80","0.0%","","With mechanical display only"
"9101190000","9101 19","80","0.0%","","Other"
"9101210000","","10","","","Other wristwatches; whether or not incorporating a stopwatch facility"
"9101210000","9101 21","80","0.0%","","With automatic winding"
"9101290000","9101 29","80","0.0%","","Other"
"9101910000","","10","","","Other"
"9101910000","9101 91","80","0.0%","","Electrically operated"
"9101990000","9101 99","80","0.0%","","Other"
"9102000000","9102","80","","","Wristwatches; pocket-watches and other watches; including stopwatches; other than those of heading 9101"
"9102110000","","10","","","Wristwatches; electrically operated; whether or not incorporating a stopwatch facility"
"9102110000","9102 11","80","0.0%","","With mechanical display only"
"9102120000","9102 12","80","0.0%","","With opto-electronic display only"
"9102190000","9102 19","80","0.0%","","Other"
"9102210000","","10","","","Other wristwatches; whether or not incorporating a stopwatch facility"
"9102210000","9102 21","80","0.0%","","With automatic winding"
"9102290000","9102 29","80","0.0%","","Other"
"9102910000","","10","","","Other"
"9102910000","9102 91","80","0.0%","","Electrically operated"
"9102990000","9102 99","80","0.0%","","Other"
"9103000000","9103","80","","","Clocks with watch movements; excluding clocks of heading 9104"
"9103100000","9103 10","80","0.0%","","Electrically operated"
"9103900000","9103 90","80","0.0%","","Other"
"9104000000","9104","80","","","Instrument panel clocks and clocks of a similar type for vehicles; aircraft; spacecraft or vessels"
"9104000010","9104 00 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For use in civil aircraft"
"9104000090","9104 00 00 90","80","0.0%","","Other"
"9105000000","9105","80","","","Other clocks"
"9105110000","","10","","","Alarm clocks"
"9105110000","9105 11","80","0.0%","","Electrically operated"
"9105190000","9105 19","80","0.0%","","Other"
"9105210000","","10","","","Wall clocks"
"9105210000","9105 21","80","0.0%","","Electrically operated"
"9105290000","9105 29","80","0.0%","","Other"
"9105910000","","10","","","Other"
"9105910000","9105 91","80","0.0%","","Electrically operated"
"9105990000","9105 99","80","0.0%","","Other"
"9106000000","9106","80","","","Time of day recording apparatus and apparatus for measuring; recording or otherwise indicating intervals of time; with clock or watch movement or with synchronous motor (for example; time-registers; time-recorders)"
"9106100000","9106 10","80","0.0%","","Time-registers; time-recorders"
"9106900000","9106 90","80","0.0%","","Other"
"9107000000","9107","80","0.0%","","Time switches; with clock or watch movement or with synchronous motor"
"9108000000","9108","80","","","Watch movements; complete and assembled"
"9108110000","","10","","","Electrically operated"
"9108110000","9108 11","80","0.0%","","With mechanical display only or with a device to which a mechanical display can be incorporated"
"9108120000","9108 12","80","0.0%","","With opto-electronic display only"
"9108190000","9108 19","80","0.0%","","Other"
"9108200000","9108 20","80","0.0%","","With automatic winding"
"9108900000","9108 90","80","0.0%","","Other"
"9109000000","9109","80","","","Clock movements; complete and assembled"
"9109100000","9109 10","80","","","Electrically operated"
"9109100010","9109 10 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Of a width or diameter not exceeding 50 mm; for use in civil aircraft"
"9109100090","9109 10 00 90","80","0.0%","","Other"
"9109900000","9109 90","80","","","Other"
"9109900010","9109 90 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Of a width or diameter not exceeding 50 mm; for use in civil aircraft"
"9109900090","9109 90 00 90","80","0.0%","","Other"
"9110000000","9110","80","","","Complete watch or clock movements; unassembled or partly assembled (movement sets); incomplete watch or clock movements; assembled; rough watch or clock movements"
"9110110000","","10","","","Of watches"
"9110110000","9110 11","80","","","Complete movements; unassembled or partly assembled (movement sets)"
"9110111000","9110 11 10","80","0.0%","","With balance wheel and hairspring"
"9110119000","9110 11 90","80","0.0%","","Other"
"9110120000","9110 12","80","0.0%","","Incomplete movements; assembled"
"9110190000","9110 19","80","0.0%","","Rough movements"
"9110900000","9110 90","80","0.0%","","Other"
"9111000000","9111","80","","","Watch cases and parts thereof"
"9111100000","9111 10","80","0.0%","","Cases of precious metal or of metal clad with precious metal"
"9111200000","9111 20","80","0.0%","","Cases of base metal; whether or not gold- or silver-plated"
"9111800000","9111 80","80","0.0%","","Other cases"
"9111900000","9111 90","80","0.0%","","Parts"
"9112000000","9112","80","","","Clock cases and cases of a similar type for other goods of this chapter; and parts thereof"
"9112200000","9112 20","80","0.0%","","Cases"
"9112900000","9112 90","80","0.0%","","Parts"
"9113000000","9113","80","","","Watch straps; watch bands and watch bracelets; and parts thereof"
"9113100000","9113 10","80","","","Of precious metal or of metal clad with precious metal"
"9113101000","9113 10 10","80","0.0%","","Of precious metal"
"9113109000","9113 10 90","80","0.0%","","Of metal clad with precious metal"
"9113200000","9113 20","80","0.0%","","Of base metal; whether or not gold- or silver-plated"
"9113900000","9113 90","80","0.0%","","Other"
"9114000000","9114","80","","","Other clock or watch parts"
"9114100000","9114 10","80","0.0%","","Springs; including hairsprings"
"9114300000","9114 30","80","0.0%","","Dials"
"9114400000","9114 40","80","0.0%","","Plates and bridges"
"9114900000","9114 90","80","0.0%","","Other"
