"7800000000","7800","80","","","LEAD AND ARTICLES THEREOF"
"7801000000","7801","80","","","Unwrought lead"
"7801100000","7801 10","80","0.0%","","Refined lead"
"7801910000","","10","","","Other"
"7801910000","7801 91","80","","","Containing by weight antimony as the principal other element"
"7801910010","7801 91 00 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For refining; containing 0.02% or more by weight of silver (bullion lead)"
"7801910090","7801 91 00 90","80","0.0%","","Other"
"7801990000","7801 99","80","","","Other"
"7801991000","7801 99 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For refining; containing 0.02% or more by weight of silver (bullion lead)"
"7801999000","7801 99 90","80","0.0%","","Other"
"7802000000","7802","80","0.0%","","Lead waste and scrap"
"7804000000","7804","80","","","Lead plates; sheets; strip and foil; lead powders and flakes"
"7804110000","","10","","","Plates; sheets; strip and foil"
"7804110000","7804 11","80","0.0%","","Sheets; strip and foil of a thickness (excluding any backing) not exceeding 0.2 mm"
"7804190000","7804 19","80","0.0%","","Other"
"7804200000","7804 20","80","0.0%","","Powders and flakes"
"7806000000","7806","80","","","Other articles of lead"
"7806001000","7806 00 10","80","0.0%","","Containers with an anti-radiation lead covering; for the transport or storage of radioactive materials"
"7806008000","7806 00 80","80","0.0%","","Other"
