"5000000000","5000","80","","","SILK"
"5001000000","5001","80","0.0%","","Silkworm cocoons suitable for reeling"
"5002000000","5002","80","0.0%","","Raw silk (not thrown)"
"5003000000","5003","80","0.0%","","Silk waste (including cocoons unsuitable for reeling; yarn waste and garnetted stock)"
"5004000000","5004","80","","","Silk yarn (other than yarn spun from silk waste) not put up for retail sale"
"5004001000","5004 00 10","80","0.0%","","Unbleached; scoured or bleached"
"5004009000","5004 00 90","80","0.0%","","Other"
"5005000000","5005","80","","","Yarn spun from silk waste; not put up for retail sale"
"5005001000","5005 00 10","80","0.0%","","Unbleached; scoured or bleached"
"5005009000","5005 00 90","80","0.0%","","Other"
"5006000000","5006","80","","","Silk yarn and yarn spun from silk waste; put up for retail sale; silkworm gut"
"5006001000","5006 00 10","80","0.0%","","Silk yarn"
"5006009000","5006 00 90","80","0.0%","","Yarn spun from noil or other silk waste; silkworm gut"
"5007000000","5007","80","","","Woven fabrics of silk or of silk waste"
"5007100000","5007 10","80","0.0%","","Fabrics of noil silk"
"5007200000","5007 20","80","","","Other fabrics; containing 85% or more by weight of silk or of silk waste other than noil silk"
"5007201100","","10","","","Crêpes"
"5007201100","5007 20 11","80","0.0%","","Unbleached; scoured or bleached"
"5007201900","5007 20 19","80","0.0%","","Other"
"5007202100","","10","","","Pongee; habutai; honan; shantung; corah and similar far eastern fabrics; wholly of silk (not mixed with noil or other silk waste or with other textile materials)"
"5007202100","5007 20 21","80","0.0%","","Plain-woven; unbleached or not further processed than scoured"
"5007203100","","10","","","Other"
"5007203100","5007 20 31","80","0.0%","","Plain-woven"
"5007203900","5007 20 39","80","0.0%","","Other"
"5007204100","","10","","","Other"
"5007204100","5007 20 41","80","0.0%","","Diaphanous fabrics (open weave)"
"5007205100","","10","","","Other"
"5007205100","5007 20 51","80","0.0%","","Unbleached; scoured or bleached"
"5007205900","5007 20 59","80","0.0%","","Dyed"
"5007206100","","10","","","Of yarns of different colours"
"5007206100","5007 20 61","80","0.0%","","Of a width exceeding 57 cm but not exceeding 75 cm"
"5007206900","5007 20 69","80","0.0%","","Other"
"5007207100","5007 20 71","80","0.0%","","Printed"
"5007900000","5007 90","80","","","Other fabrics"
"5007901000","5007 90 10","80","0.0%","","Unbleached; scoured or bleached"
"5007903000","5007 90 30","80","0.0%","","Dyed"
"5007905000","5007 90 50","80","0.0%","","Of yarns of different colours"
"5007909000","5007 90 90","80","0.0%","","Printed"
