"2000000000","2000","80","","","PREPARATIONS OF VEGETABLES; FRUIT; NUTS OR OTHER PARTS OF PLANTS"
"2001000000","2001","80","","","Vegetables; fruit; nuts and other edible parts of plants; prepared or preserved by vinegar or acetic acid"
"2001100000","2001 10","80","0.0%","","Cucumbers and gherkins"
"2001900000","2001 90","80","","","Other"
"2001901000","2001 90 10","80","0.0%","","Mango chutney"
"2001902000","2001 90 20","80","0.0%","","Fruit of the genus Capsicum other than sweet peppers or pimentos"
"2001903000","2001 90 30","80","0.0%","","Sweetcorn (Zea mays var. saccharata)"
"2001904000","2001 90 40","80","0.0%","","Yams; sweet potatoes and similar edible parts of plants containing 5% or more by weight of starch"
"2001905000","2001 90 50","80","0.0%","","Mushrooms"
"2001906500","2001 90 65","80","0.0%","","Olives"
"2001907000","2001 90 70","80","0.0%","","Sweet peppers"
"2001909200","2001 90 92","80","0.0%","","Tropical fruit and tropical nuts; palm hearts"
"2001909700","2001 90 97","80","0.0%","","Other"
"2002000000","2002","80","","","Tomatoes prepared or preserved otherwise than by vinegar or acetic acid"
"2002100000","2002 10","80","","","Tomatoes; whole or in pieces"
"2002101000","2002 10 10","80","0.0%","","Peeled"
"2002109000","2002 10 90","80","0.0%","","Other"
"2002900000","2002 90","80","","","Other"
"2002901100","","10","","","With a dry matter content of less than 12% by weight"
"2002901100","2002 90 11","80","0.0%","","In immediate packings of a net content exceeding 1kg"
"2002901900","2002 90 19","80","0.0%","","In immediate packings of a net content not exceeding 1kg"
"2002903100","","10","","","With a dry matter content of not less than 12% but not more than 30% by weight"
"2002903100","2002 90 31","80","0.0%","","In immediate packings of a net content exceeding 1kg"
"2002903900","2002 90 39","80","0.0%","","In immediate packings of a net content not exceeding 1kg"
"2002909100","","10","","","With a dry matter content of more than 30% by weight"
"2002909100","2002 90 91","80","0.0%","","In immediate packings of a net content exceeding 1kg"
"2002909900","2002 90 99","80","0.0%","","In immediate packings of a net content not exceeding 1kg"
"2003000000","2003","80","","","Mushrooms and truffles; prepared or preserved otherwise than by vinegar or acetic acid"
"2003100000","2003 10","80","","","Mushrooms of the genus Agaricus "
"2003102000","2003 10 20","80","0.0%","","Provisionally preserved; completely cooked"
"2003103000","2003 10 30","80","0.0%","","Other"
"2003900000","2003 90","80","","","Other"
"2003901000","2003 90 10","80","0.0%","","Truffles"
"2003909000","2003 90 90","80","0.0%","","Other"
"2004000000","2004","80","","","Other vegetables prepared or preserved otherwise than by vinegar or acetic acid; frozen; other than products of heading 2006"
"2004100000","2004 10","80","","","Potatoes"
"2004101000","2004 10 10","80","0.0%","","Cooked; not otherwise prepared"
"2004109100","","10","","","Other"
"2004109100","2004 10 91","80","0.0%","","In the form of flour; meal or flakes"
"2004109900","2004 10 99","80","0.0%","","Other"
"2004900000","2004 90","80","","","Other vegetables and mixtures of vegetables"
"2004901000","2004 90 10","80","0.0%","","Sweetcorn (Zea mays var. saccharata)"
"2004903000","2004 90 30","80","0.0%","","Sauerkraut; capers and olives"
"2004905000","2004 90 50","80","0.0%","","Peas (Pisum sativum) and immature beans of the species Phaseolus spp.; in pod"
"2004909100","","10","","","Other; including mixtures"
"2004909100","2004 90 91","80","0.0%","","Onions; cooked; not otherwise prepared"
"2004909800","2004 90 98","80","0.0%","","Other"
"2005000000","2005","80","","","Other vegetables prepared or preserved otherwise than by vinegar or acetic acid; not frozen; other than products of heading 2006"
"2005100000","2005 10","80","0.0%","","Homogenised vegetables"
"2005200000","2005 20","80","","","Potatoes"
"2005201000","2005 20 10","80","0.0%","","In the form of flour; meal or flakes"
"2005202000","","10","","","Other"
"2005202000","2005 20 20","80","0.0%","","Thin slices; fried or baked; whether or not salted or flavoured; in airtight packings; suitable for immediate consumption"
"2005208000","2005 20 80","80","0.0%","","Other"
"2005400000","2005 40","80","0.0%","","Peas (Pisum sativum)"
"2005510000","","10","","","Beans (Vigna spp.; Phaseolus spp.)"
"2005510000","2005 51","80","0.0%","","Beans; shelled"
"2005590000","2005 59","80","0.0%","","Other"
"2005600000","2005 60","80","0.0%","","Asparagus"
