"4500000000","4500","80","","","CORK AND ARTICLES OF CORK"
"4501000000","4501","80","","","Natural cork; raw or simply prepared; waste cork; crushed; granulated or ground cork"
"4501100000","4501 10","80","0.0%","","Natural cork; raw or simply prepared"
"4501900000","4501 90","80","0.0%","","Other"
"4502000000","4502","80","0.0%","","Natural cork; debacked or roughly squared; or in rectangular (including square) blocks; plates; sheets or strip (including sharp-edged blanks for corks or stoppers)"
"4503000000","4503","80","","","Articles of natural cork"
"4503100000","4503 10","80","","","Corks and stoppers"
"4503101000","4503 10 10","80","0.0%","","Cylindrical"
"4503109000","4503 10 90","80","0.0%","","Other"
"4503900000","4503 90","80","0.0%","","Other"
"4504000000","4504","80","","","Agglomerated cork (with or without a binding substance) and articles of agglomerated cork"
"4504100000","4504 10","80","","","Blocks; plates; sheets and strip; tiles of any shape; solid cylinders; including discs"
"4504101100","","10","","","Corks and stoppers"
"4504101100","4504 10 11","80","0.0%","","For sparkling wine; including those with discs of natural cork"
"4504101900","4504 10 19","80","0.0%","","Other"
"4504109100","","10","","","Other"
"4504109100","4504 10 91","80","0.0%","","With a binding substance"
"4504109900","4504 10 99","80","0.0%","","Other"
"4504900000","4504 90","80","","","Other"
"4504902000","4504 90 20","80","0.0%","","Corks and stoppers"
"4504908000","4504 90 80","80","","","Other"
"4504908010","4504 90 80 10","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","Gaskets; washers and other seals; for use in civil aircraft"
"4504908090","4504 90 80 90","80","0.0%","","Other"
