"2500000000","2500","80","","","SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS; LIME AND CEMENT"
"2501000000","2501","80","","","Salt (including table salt and denatured salt) and pure sodium chloride; whether or not in aqueous solution or containing added anti-caking or free-flowing agents; sea water"
"2501001000","2501 00 10","80","0.0%","","Sea water and salt liquors"
"2501003100","","10","","","Salt (including table salt and denatured salt) and pure sodium chloride; whether or not in aqueous solution or containing added anti-caking or free-flowing agents"
"2501003100","2501 00 31","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For chemical transformation (separation of Na from Cl) for the manufacture of other products"
"2501005100","","10","","","Other"
"2501005100","2501 00 51","80","","","Denatured or for industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption"
"2501005110","2501 00 51 10","80","0.0%","","Denatured"
"2501005190","2501 00 51 90","80","AU","Code reserved for authorised use; the duty rate is specified under regulations made under section 19 of the Taxation (Cross-border Trade) Act 2018","For industrial uses (including refining) other than the preservation or preparation of foodstuffs for human or animal consumption"
"2501009100","","10","","","Other"
"2501009100","2501 00 91","80","0.0%","","Salt suitable for human consumption"
"2501009900","2501 00 99","80","0.0%","","Other"
"2502000000","2502","80","0.0%","","Unroasted iron pyrites"
"2503000000","2503","80","","","Sulphur of all kinds; other than sublimed sulphur; precipitated sulphur and colloidal sulphur"
"2503001000","2503 00 10","80","0.0%","","Crude or unrefined sulphur"
"2503009000","2503 00 90","80","0.0%","","Other"
"2504000000","2504","80","","","Natural graphite"
"2504100000","2504 10","80","0.0%","","In powder or in flakes"
"2504900000","2504 90","80","0.0%","","Other"
"2505000000","2505","80","","","Natural sands of all kinds; whether or not coloured; other than metal-bearing sands of Chapter 26"
"2505100000","2505 10","80","0.0%","","Silica sands and quartz sands"
"2505900000","2505 90","80","0.0%","","Other"
"2506000000","2506","80","","","Quartz (other than natural sands); quartzite; whether or not roughly trimmed or merely cut; by sawing or otherwise; into blocks or slabs of a rectangular (including square) shape"
"2506100000","2506 10","80","0.0%","","Quartz"
"2506200000","2506 20","80","0.0%","","Quartzite"
"2507000000","2507","80","","","Kaolin and other kaolinic clays; whether or not calcined"
"2507002000","2507 00 20","80","0.0%","","Kaolin"
"2507008000","2507 00 80","80","0.0%","","Other kaolinic clays"
"2508000000","2508","80","","","Other clays (not including expanded clays of heading 6806); andalus ite; kyanite and sillimanite; whether or not calcined; mullite; chamotte or dinas earths"
"2508100000","2508 10","80","0.0%","","Bentonite"
"2508300000","2508 30","80","0.0%","","Fireclay"
"2508400000","2508 40","80","0.0%","","Other clays"
"2508500000","2508 50","80","0.0%","","Andalusite; kyanite and sillimanite"
"2508600000","2508 60","80","0.0%","","Mullite"
"2508700000","2508 70","80","0.0%","","Chamotte or dinas earths"
"2509000000","2509","80","0.0%","","Chalk"
"2510000000","2510","80","","","Natural calcium phosphates; natural aluminium calcium phosphates and phosphatic chalk"
"2510100000","2510 10","80","0.0%","","Unground"
"2510200000","2510 20","80","0.0%","","Ground"
"2511000000","2511","80","","","Natural barium sulphate (barytes); natural barium carbonate (witherite); whether or not calcined; other than barium oxide of heading 2816"
"2511100000","2511 10","80","0.0%","","Natural barium sulphate (barytes)"
"2511200000","2511 20","80","0.0%","","Natural barium carbonate (witherite)"
"2512000000","2512","80","0.0%","","Siliceous fossil meals (for example; kieselguhr; tripolite and diatomite) and similar siliceous earths; whether or not calcined; of an apparent specific gravity of 1 or less"
"2513000000","2513","80","","","Pumice stone; emery; natural corundum; natural garnet and other natural abrasives; whether or not heat-treated"
"2513100000","2513 10","80","0.0%","","Pumice stone"
"2513200000","2513 20","80","0.0%","","Emery; natural corundum; natural garnet and other natural abrasives"
"2514000000","2514","80","0.0%","","Slate; whether or not roughly trimmed or merely cut; by sawing or otherwise; into blocks or slabs of a rectangular (including square) shape"
"2515000000","2515","80","","","Marble; travertine; ecaussine and other calcareous monumental or building stone of an apparent specific gravity of 2.5 or more; and alabaster; whether or not roughly trimmed or merely cut; by sawing or otherwise; into blocks or slabs of a rectangular (including square) shape"
"2515110000","","10","","","Marble and travertine"
"2515110000","2515 11","80","0.0%","","Crude or roughly trimmed"
"2515120000","2515 12","80","0.0%","","Merely cut; by sawing or otherwise; into blocks or slabs of a rectangular (including square) shape"
