"7000000000","7000","80","","","GLASS AND GLASSWARE"
"7001000000","7001","80","","","Cullet and other waste and scrap of glass; glass in the mass"
"7001001000","7001 00 10","80","0.0%","","Cullet and other waste and scrap of glass"
"7001009100","","10","","","Glass in the mass"
"7001009100","7001 00 91","80","0.0%","","Optical glass"
"7001009900","7001 00 99","80","0.0%","","Other"
"7002000000","7002","80","","","Glass in balls (other than microspheres of heading 7018); rods or tubes; unworked"
"7002100000","7002 10","80","0.0%","","Balls"
"7002200000","7002 20","80","","","Rods"
"7002201000","7002 20 10","80","0.0%","","Of optical glass"
"7002209000","7002 20 90","80","0.0%","","Other"
"7002310000","","10","","","Tubes"
"7002310000","7002 31","80","0.0%","","Of fused quartz or other fused silica"
"7002320000","7002 32","80","0.0%","","Of other glass having a linear coefficient of expansion not exceeding 5 × 10<w:vertAlign w:val='superscript'/>-<w:vertAlign w:val='superscript'/>6 per Kelvin within a temperature range of 0 °C to 300 °C"
"7002390000","7002 39","80","0.0%","","Other"
"7003000000","7003","80","","","Cast glass and rolled glass; in sheets or profiles; whether or not having an absorbent; reflecting or non-reflecting layer; but not otherwise worked"
"7003120000","","10","","","Non-wired sheets"
"7003120000","7003 12","80","","","Coloured throughout the mass (body tinted); opacified; flashed or having an absorbent; reflecting or non-reflecting layer"
"7003121000","7003 12 10","80","0.0%","","Of optical glass"
"7003129100","","10","","","Other"
"7003129100","7003 12 91","80","0.0%","","Having a non-reflecting layer"
"7003129900","7003 12 99","80","0.0%","","Other"
"7003190000","7003 19","80","","","Other"
"7003191000","7003 19 10","80","0.0%","","Of optical glass"
"7003199000","7003 19 90","80","0.0%","","Other"
"7003200000","7003 20","80","0.0%","","Wired sheets"
"7003300000","7003 30","80","0.0%","","Profiles"
"7004000000","7004","80","","","Drawn glass and blown glass; in sheets; whether or not having an absorbent; reflecting or non-reflecting layer; but not otherwise worked"
"7004200000","7004 20","80","","","Glass; coloured throughout the mass (body tinted); opacified; flashed or having an absorbent; reflecting or non-reflecting layer"
"7004201000","7004 20 10","80","0.0%","","Optical glass"
"7004209100","","10","","","Other"
"7004209100","7004 20 91","80","0.0%","","Having a non-reflecting layer"
"7004209900","7004 20 99","80","0.0%","","Other"
"7004900000","7004 90","80","","","Other glass"
"7004901000","7004 90 10","80","0.0%","","Optical glass"
"7004908000","7004 90 80","80","0.0%","","Other"
"7005000000","7005","80","","","Float glass and surface ground or polished glass; in sheets; whether or not having an absorbent; reflecting or non-reflecting layer; but not otherwise worked"
"7005100000","7005 10","80","","","Non-wired glass; having an absorbent; reflecting or non-reflecting layer"
"7005100500","7005 10 05","80","0.0%","","Having a non-reflecting layer"
"7005102500","","10","","","Other; of a thickness"
"7005102500","7005 10 25","80","0.0%","","Not exceeding 3.5 mm"
"7005103000","7005 10 30","80","0.0%","","Exceeding 3.5 mm but not exceeding 4.5 mm"
"7005108000","7005 10 80","80","0.0%","","Exceeding 4.5 mm"
"7005210000","","10","","","Other non-wired glass"
"7005210000","7005 21","80","","","Coloured throughout the mass (body tinted); opacified; flashed or merely surface ground"
"7005212500","7005 21 25","80","0.0%","","Of a thickness not exceeding 3.5 mm"
