2020,0101299000,0,Indonesia
2020,0101300000,0,Indonesia
2020,0101900000,0,Indonesia
2020,0104201000,0,Indonesia
2020,0106141000,0,Indonesia
2020,0106391000,0,Indonesia
2020,0205000000,0,
2020,0206809100,0,Indonesia
2020,0206909100,0,Indonesia
2020,0207149100,0,Indonesia
2020,0207279100,0,Indonesia
2020,0207459500,0,Indonesia
2020,0207559500,0,Indonesia
2020,0207609100,0,
2020,0208907000,0,Indonesia
2020,0210929200,10.7,Indonesia
2020,0210991000,0,Indonesia
2020,0210995900,8.9,Indonesia
2020,0210998510,0,Indonesia
2020,0210998590,0,Indonesia
2020,0301110000,0,
2020,0301190000,0,
2020,0301911000,0,
2020,0301919000,8.5,
2020,0301921000,0,
2020,0301923000,0,
2020,0301929000,0,
2020,0301930000,0,
2020,0301940000,0,
2020,0301950000,0,
2020,0301991100,0,
2020,0301991700,0,
2020,0301998510,0,
2020,0301998522,0,
2020,0301998530,0,
2020,0301998540,0,
2020,0301998550,0,
2020,0301998560,0,
2020,0301998570,0,
2020,0301998575,0,
2020,0301998580,0,
2020,0301998590,0,
2020,0302111000,0,
2020,0302112000,0,
2020,0302118000,8.5,
2020,0302130000,0,
2020,0302140000,0,
2020,0302190000,0,
2020,0302211000,0,
2020,0302213000,0,
2020,0302219000,0,
2020,0302220000,0,
2020,0302230000,0,
2020,0302240000,0,
2020,0302290000,0,
2020,0302311000,0,
2020,0302319000,0,
2020,0302321000,0,
2020,0302329000,0,
2020,0302331000,0,
2020,0302339000,0,
2020,0302341000,0,
2020,0302349000,0,
2020,0302351100,0,
2020,0302351900,0,
2020,0302359100,0,
2020,0302359900,0,
2020,0302361000,0,
2020,0302369000,0,
2020,0302392000,0,
2020,0302398000,0,
2020,0302410000,0,
2020,0302420000,0,
2020,0302431000,0,
2020,0302433000,0,
2020,0302439000,0,
2020,0302440000,0,
2020,0302451000,0,
2020,0302453000,0,
2020,0302459010,0,
2020,0302459090,0,
2020,0302460000,0,
2020,0302470000,0,
2020,0302491100,0,
2020,0302491900,0,
2020,0302499000,0,
2020,0302510000,0,
2020,0302520000,0,
2020,0302530000,0,
2020,0302541100,0,
2020,0302541500,0,
2020,0302541900,0,
2020,0302549000,0,
2020,0302550000,0,
2020,0302560000,0,
2020,0302591000,0,
2020,0302592000,0,
2020,0302593000,0,
2020,0302594000,0,
2020,0302599000,0,
2020,0302710000,0,
2020,0302720000,0,
2020,0302730000,0,
2020,0302740000,0,
2020,0302790000,0,
2020,0302811500,0,
2020,0302813000,0,
2020,0302814000,0,
2020,0302818000,0,
2020,0302820000,0,
2020,0302830000,0,
2020,0302841000,0,
2020,0302849000,0,
2020,0302851000,0,
2020,0302853000,0,
2020,0302859000,0,
2020,0302891000,0,
2020,0302892100,0,
2020,0302892900,0,
2020,0302893100,0,
2020,0302893900,0,
2020,0302894000,0,
2020,0302895000,0,
2020,0302896000,0,
2020,0302899030,0,
2020,0302899040,0,
2020,0302899080,0,
2020,0302899090,0,
2020,0302910000,0,
2020,0302920010,0,
2020,0302920020,0,
2020,0302920090,0,
2020,0302990000,0,
2020,0303110000,0,
2020,0303120000,0,
2020,0303130000,0,
2020,0303141000,0,
2020,0303142000,0,
2020,0303149000,8.5,
2020,0303190000,0,
2020,0303230000,0,
2020,0303240000,0,
2020,0303250000,0,
2020,0303260000,0,
2020,0303290000,0,
2020,0303311000,0,
2020,0303313000,0,
2020,0303319000,0,
2020,0303320000,0,
2020,0303330000,0,
2020,0303340000,0,
2020,0303391000,0,
2020,0303393000,0,
2020,0303395000,0,
2020,0303398500,0,
2020,0303411000,0,
2020,0303419000,0,
2020,0303422000,0,
2020,0303429000,0,
2020,0303431000,0,
2020,0303439000,0,
2020,0303441000,0,
2020,0303449000,0,
2020,0303451200,0,
2020,0303451800,0,
2020,0303459100,0,
2020,0303459900,0,
2020,0303461000,0,
2020,0303469000,0,
2020,0303492000,0,
2020,0303498500,0,
2020,0303510000,0,
2020,0303531000,0,
2020,0303533000,0,
2020,0303539000,0,
2020,0303541000,0,
2020,0303549000,0,
2020,0303551000,0,
2020,0303553000,0,
2020,0303559010,0,
2020,0303559090,0,
2020,0303560000,0,
2020,0303570000,0,
2020,0303591000,0,
2020,0303592100,0,
2020,0303592900,0,
2020,0303599000,0,
2020,0303630000,0,
2020,0303640000,0,
2020,0303650000,0,
2020,0303660000,0,
2020,0303670000,0,
2020,0303680000,0,
2020,0303691000,0,
2020,0303693000,0,
2020,0303695000,0,
2020,0303697000,0,
2020,0303698000,0,
2020,0303699000,0,
2020,0303811500,0,
2020,0303813000,0,
2020,0303814000,0,
2020,0303819000,0,
2020,0303820000,0,
2020,0303830000,0,
2020,0303840000,0,
2020,0303891000,4.5,
2020,0303892100,0,
2020,0303892900,0,
2020,0303893100,0,
2020,0303893900,0,
2020,0303894000,0,
2020,0303895000,0,
2020,0303895500,0,
2020,0303896000,0,
2020,0303896500,0,
2020,0303897000,0,
2020,0303899000,5.2,
2020,0303911000,0,
2020,0303919000,0,
2020,0303920000,0,
2020,0303990000,0,
2020,0304310000,0,
2020,0304320000,0,
2020,0304330000,0,
2020,0304390000,0,
2020,0304410000,0,
2020,0304421000,0,
2020,0304425000,0,
2020,0304429000,8.5,
2020,0304430000,0,
2020,0304441000,0,
2020,0304443000,0,
2020,0304449000,0,
2020,0304450000,0,
2020,0304460000,0,
2020,0304470000,0,
2020,0304480000,0,
2020,0304491000,0,
2020,0304495000,0,
2020,0304499000,0,
2020,0304510000,0,
2020,0304520000,0,
2020,0304530000,0,
2020,0304540000,0,
2020,0304550000,0,
2020,0304561000,0,
2020,0304562000,0,
2020,0304563000,0,
2020,0304569000,0,
2020,0304570000,0,
2020,0304591000,0,
2020,0304595000,0,
2020,0304599010,0,
2020,0304599015,0,
2020,0304599020,0,
2020,0304599030,0,
2020,0304599035,0,
2020,0304599040,0,
2020,0304599045,0,
2020,0304599050,0,
2020,0304599055,0,
2020,0304599065,0,
2020,0304599090,0,
2020,0304610000,0,
2020,0304620000,0,
2020,0304630000,0,
2020,0304690000,0,
2020,0304711000,0,
2020,0304719000,0,
2020,0304720000,0,
2020,0304730000,0,
2020,0304741100,0,
2020,0304741500,0,
2020,0304741900,0,
2020,0304749000,0,
2020,0304750000,0,
2020,0304791000,0,
2020,0304793000,0,
2020,0304795000,0,
2020,0304798000,0,
2020,0304799000,0,
2020,0304810000,0,
2020,0304821000,0,
2020,0304825000,0,
2020,0304829000,8.5,
2020,0304831000,0,
2020,0304833000,0,
2020,0304835000,0,
2020,0304839000,0,
2020,0304840000,0,
2020,0304850000,0,
2020,0304860000,0,
2020,0304870000,0,
2020,0304881100,0,
2020,0304881500,0,
2020,0304881800,0,
2020,0304881900,0,
2020,0304889000,0,
2020,0304891000,5.5,
2020,0304892100,0,
2020,0304892900,0,
2020,0304893000,0,
2020,0304894100,0,
2020,0304894900,0,
2020,0304896000,0,
2020,0304899000,7.9,
2020,0304910000,0,
2020,0304920000,0,
2020,0304931000,0,
2020,0304939000,0,
2020,0304941000,0,
2020,0304949000,0,
2020,0304951000,0,
2020,0304952100,0,
2020,0304952500,0,
2020,0304952900,0,
2020,0304953000,0,
2020,0304954000,0,
2020,0304955000,0,
2020,0304956000,0,
2020,0304959011,0,
2020,0304959013,0,
2020,0304959017,0,
2020,0304959019,0,
2020,0304959030,0,
2020,0304959090,0,
2020,0304960000,0,
2020,0304970000,0,
2020,0304991000,0,
2020,0304992100,0,
2020,0304992300,0,
2020,0304992900,0,
2020,0304995500,0,
2020,0304996100,0,
2020,0304996500,2.6,
2020,0304999900,0,
2020,0305100000,0,
2020,0305200000,0,
2020,0305310000,0,
2020,0305321100,0,
2020,0305321900,0,
2020,0305329000,0,
2020,0305391000,0,
2020,0305395000,0,
2020,0305399010,0,
2020,0305399020,0,
2020,0305399030,0,
2020,0305399040,0,
2020,0305399050,0,
2020,0305399060,0,
2020,0305399065,0,
2020,0305399070,0,
2020,0305399080,0,
2020,0305399090,0,
2020,0305410000,0,
2020,0305420000,0,
2020,0305430000,10.5,
2020,0305440000,0,
2020,0305491000,0,
2020,0305492000,0,
2020,0305493000,0,
2020,0305498000,0,
2020,0305510000,0,
2020,0305520000,0,
2020,0305531000,0,
2020,0305539000,0,
2020,0305543000,0,
2020,0305545000,0,
2020,0305549000,0,
2020,0305597000,0,
2020,0305598500,0,
2020,0305610000,0,
2020,0305620000,0,
2020,0305630000,0,
2020,0305640000,0,
2020,0305691000,0,
2020,0305693000,0,
2020,0305695000,0,
2020,0305698020,0,
2020,0305698025,0,
2020,0305698030,0,
2020,0305698040,0,
2020,0305698050,0,
2020,0305698061,0,
2020,0305698064,0,
2020,0305698065,0,
2020,0305698067,0,
2020,0305698070,0,
2020,0305698090,0,
2020,0305710010,0,
2020,0305710090,0,
2020,0305720000,0,
2020,0305790000,0,
2020,0306111000,0,
2020,0306119000,0,
2020,0306121000,0,
2020,0306129000,0,
2020,0306141000,0,
2020,0306143000,0,
2020,0306149000,0,
2020,0306150000,0,
2020,0306169100,0,
2020,0306169900,0,
2020,0306179100,0,
2020,0306179200,4.2,
2020,0306179300,0,
2020,0306179400,0,
2020,0306179900,4.2,
2020,0306191000,0,
2020,0306199000,4.2,
2020,0306310000,0,
2020,0306321000,0,
2020,0306329100,0,
2020,0306329900,0,
2020,0306331000,0,
2020,0306339000,0,
2020,0306340000,0,
2020,0306351000,0,
2020,0306355000,0,
2020,0306359000,0,
2020,0306361000,0,
2020,0306365000,0,
2020,0306369000,0,
2020,0306391000,0,
2020,0306399020,0,
2020,0306399090,0,
2020,0306910000,0,
2020,0306921000,0,
2020,0306929000,0,
2020,0306931000,0,
2020,0306939000,0,
2020,0306940000,0,
2020,0306951100,0,
2020,0306951900,0,
2020,0306952000,0,
2020,0306953000,0,
2020,0306954000,0,
2020,0306959000,0,
2020,0306991000,0,
2020,0306999020,0,
2020,0306999090,0,
2020,0307111010,0,
2020,0307111090,0,
2020,0307119000,0,
2020,0307120000,0,
2020,0307190000,0,
2020,0307210000,0,
2020,0307221000,0,
2020,0307229000,0,
2020,0307290000,0,
2020,0307311000,0,
2020,0307319000,0,
2020,0307321000,0,
2020,0307329000,0,
2020,0307392000,0,
2020,0307398000,0,
2020,0307421000,0,
2020,0307422000,0,
2020,0307423000,0,
2020,0307424000,0,
2020,0307429000,0,
2020,0307432100,0,
2020,0307432500,0,
2020,0307432900,0,
2020,0307433100,0,
2020,0307433300,0,
2020,0307433500,0,
2020,0307433800,0,
