2027,0101299000,0,,,
2027,0101300000,0,,,
2027,0101900000,0,,,
2027,0104201000,0,,,
2027,0106141000,0,,,
2027,0106391000,0,,,
2027,0206809100,0,,,
2027,0206909100,0,,,
2027,0207149100,0,,,
2027,0207279100,0,,,
2027,0207459500,0,,,
2027,0207559500,0,,,
2027,0208300000,0,,,
2027,0208401000,0,,,
2027,0208408000,0,,,
2027,0208907000,0,,,
2027,0210929200,0,,,
2027,0210991000,0,,,
2027,0210995900,0,,,
2027,0210998500,0,,,
2027,0301000000,0,,,
2027,0302000000,0,,,
2027,0303000000,0,,,
2027,0304000000,0,,,
2027,0305000000,0,,,
2027,0306110000,0,,,
2027,0306120000,0,,,
2027,0306140000,0,,,
2027,0306150000,0,,,
2027,0306169100,0,,,
2027,0306169900,0,,,
2027,0306179100,0,,,
2027,0306179200,3.6,,,
2027,0306179300,0,,,
2027,0306179400,0,,,
2027,0306179900,3.6,,,
2027,0306190000,0,,,
2027,0306310000,0,,,
2027,0306320000,0,,,
2027,0306331000,0,,,
2027,0306339000,0,,,
2027,0306340000,0,,,
2027,0306350000,0,,,
2027,0306360000,0,,,
2027,0306390000,0,,,
2027,0306910000,0,,,
2027,0306920000,0,,,
2027,0306931000,0,,,
2027,0306939000,0,,,
2027,0306940000,0,,,
2027,0306950000,0,,,
2027,0306990000,0,,,
2027,0307000000,0,,,
2027,0308000000,0,,,
2027,0403105100,0,,,
2027,0403105300,0,,,
2027,0403105900,0,,,
2027,0403109100,0,,,
2027,0403109300,0,,,
2027,0403109900,0,,,
2027,0403907100,0,,,
2027,0403907300,0,,,
2027,0403907900,0,,,
2027,0403909100,0,,,
2027,0403909300,0,,,
2027,0403909900,0,,,
2027,0405201000,0,,,
2027,0405203000,0,,,
2027,0407199000,0,,,
2027,0407299000,0,,,
2027,0407909000,0,,,
2027,0409000000,0,,,
2027,0410000000,0,,,
2027,0511993900,0,,,
2027,0601000000,0,,,
2027,0602000000,0,,,
2027,0603000000,0,,,
2027,0604201100,0,,,
2027,0604201900,0,,,
2027,0604202000,0,,,
2027,0604204000,0,,,
2027,0604209000,0,,,
2027,0604901100,0,,,
2027,0604901900,0,,,
2027,0604909100,0,,,
2027,0604909900,0,,,
2027,0701000000,0,,,
2027,0703100000,0,,,
2027,0703900000,0,,,
2027,0704000000,0,,,
2027,0705000000,0,,,
2027,0706000000,0,,,
2027,0707000510,0,,2020-05-16,2020-10-31
2027,0707000520,0,,2020-05-16,2020-10-31
2027,0707000590,0,,2020-05-16,2020-10-31
2027,0708000000,0,,,
2027,0709200000,0,,,
2027,0709300000,0,,,
2027,0709400000,0,,,
2027,0709510000,0,,,
2027,0709590000,0,,,
2027,0709601000,0,,,
2027,0709609900,0,,,
2027,0709700000,0,,,
2027,0709910000,0,,2020-07-01,2020-10-31
2027,0709921000,0,,,
2027,0709931000,0,,,
2027,0709939000,0,,,
2027,0709991000,0,,,
2027,0709992000,0,,,
2027,0709994000,0,,,
2027,0709995000,0,,,
2027,0709999000,0,,,
2027,0710100000,0,,,
2027,0710210000,0,,,
2027,0710220000,0,,,
2027,0710290000,0,,,
2027,0710300000,0,,,
2027,0710400000,0,,,
2027,0710801000,0,,,
2027,0710805100,0,,,
2027,0710805900,0,,,
2027,0710806100,0,,,
2027,0710806900,0,,,
2027,0710807000,0,,,
2027,0710808000,0,,,
2027,0710808500,0,,,
2027,0710809500,0,,,
2027,0710900000,0,,,
2027,0711201000,0,,,
2027,0711400000,0,,,
2027,0711510000,0,,,
2027,0711590000,0,,,
