Measure SID,Order number,Measure type,Start date,End date,Geo,Commodity,additional_code_type_id,additional_code_id,reduction_indicator,measure_generating_regulation_role,measure_generating_regulation_id,justification_regulation_role,justification_regulation_id,stopped_flag,geographical_area_sid,goods_nomenclature_sid,additional_code_sid,export_refund_nomenclature_sid
3505106,,142,2016-10-10,,ZA,4104119000,,,,1,D1616230,,,False,442,73591,,
3505107,,142,2016-10-10,,ZA,4104199000,,,,1,D1616230,,,False,442,73598,,
3505108,,142,2016-10-10,,ZA,4104411900,,,,1,D1616230,,,False,442,73604,,
3505109,,142,2016-10-10,,ZA,4104415100,,,,1,D1616230,,,False,442,73607,,
3505110,,142,2016-10-10,,ZA,4104415900,,,,1,D1616230,,,False,442,73608,,
3505111,,142,2016-10-10,,ZA,4104419000,,,,1,D1616230,,,False,442,73609,,
3505112,,142,2016-10-10,,ZA,4104491900,,,,1,D1616230,,,False,442,73613,,
3505113,,142,2016-10-10,,ZA,4104495100,,,,1,D1616230,,,False,442,73616,,
3505114,,142,2016-10-10,,ZA,4104495900,,,,1,D1616230,,,False,442,73617,,
3505115,,142,2016-10-10,,ZA,4104499000,,,,1,D1616230,,,False,442,73618,,
3505116,,142,2016-10-10,,ZA,4105000000,,,,1,D1616230,,,False,442,39767,,
3505117,,142,2016-10-10,,ZA,4106000000,,,,1,D1616230,,,False,442,39781,,
3505118,,142,2016-10-10,,ZA,4107000000,,,,1,D1616230,,,False,442,39789,,
3505119,,142,2016-10-10,,ZA,4112000000,,,,1,D1616230,,,False,442,73675,,
3505120,,142,2016-10-10,,ZA,4113000000,,,,1,D1616230,,,False,442,73676,,
3505121,,142,2016-10-10,,ZA,4114000000,,,,1,D1616230,,,False,442,73682,,
3505122,,142,2016-10-10,,ZA,4115000000,,,,1,D1616230,,,False,442,73687,,
3505128,,142,2016-10-10,,ZA,4300000000,,,,1,D1616230,,,False,442,39926,,
3505129,,142,2016-10-10,,ZA,4407000000,,,,1,D1616230,,,False,442,40035,,
3505130,,142,2016-10-10,,ZA,4408000000,,,,1,D1616230,,,False,442,40118,,
3505131,,142,2016-10-10,,ZA,4410000000,,,,1,D1616230,,,False,442,40169,,
3505132,,142,2016-10-10,,ZA,4411000000,,,,1,D1616230,,,False,442,40178,,
3505133,,142,2016-10-10,,ZA,4412000000,,,,1,D1616230,,,False,442,40191,,
3505134,,142,2016-10-10,,ZA,4414000000,,,,1,D1616230,,,False,442,40217,,
3505135,,142,2016-10-10,,ZA,4415000000,,,,1,D1616230,,,False,442,40222,,
3505136,,142,2016-10-10,,ZA,4418000000,,,,1,D1616230,,,False,442,40237,,
3505137,,142,2016-10-10,,ZA,4420000000,,,,1,D1616230,,,False,442,40265,,
3505138,,142,2016-10-10,,ZA,4421000000,,,,1,D1616230,,,False,442,40304,,
3505139,,142,2016-10-10,,ZA,4503000000,,,,1,D1616230,,,False,442,40320,,
3505140,,142,2016-10-10,,ZA,4504000000,,,,1,D1616230,,,False,442,40325,,
3505151,,142,2016-10-10,,ZA,5000000000,,,,1,D1616230,,,False,442,40856,,
3505152,,142,2016-10-10,,ZA,5100000000,,,,1,D1616230,,,False,442,40952,,
3505153,,142,2016-10-10,,ZA,5200000000,,,,1,D1616230,,,False,442,41064,,
3505154,,142,2016-10-10,,ZA,5300000000,,,,1,D1616230,,,False,442,41605,,
3505155,,142,2016-10-10,,ZA,5400000000,,,,1,D1616230,,,False,442,41701,,
3505156,,142,2016-10-10,,ZA,5500000000,,,,1,D1616230,,,False,442,41901,,
3505157,,142,2016-10-10,,ZA,5600000000,,,,1,D1616230,,,False,442,42190,,
3505158,,142,2016-10-10,,ZA,5700000000,,,,1,D1616230,,,False,442,42333,,
3505159,,142,2016-10-10,,ZA,5800000000,,,,1,D1616230,,,False,442,42449,,
3505160,,142,2016-10-10,,ZA,5900000000,,,,1,D1616230,,,False,442,42601,,
3505161,,142,2016-10-10,,ZA,6000000000,,,,1,D1616230,,,False,442,42702,,
3505162,,142,2016-10-10,,ZA,6100000000,,,,1,D1616230,,,False,442,42796,,
3505163,,142,2016-10-10,,ZA,6200000000,,,,1,D1616230,,,False,442,43115,,
3505164,,142,2016-10-10,,ZA,6300000000,,,,1,D1616230,,,False,442,43610,,
3505165,,142,2016-10-10,,ZA,6400000000,,,,1,D1616230,,,False,442,43853,,
3505166,,142,2016-10-10,,ZA,6500000000,,,,1,D1616230,,,False,442,44101,,
3505167,,142,2016-10-10,,ZA,6600000000,,,,1,D1616230,,,False,442,44132,,
3505168,,142,2016-10-10,,ZA,6700000000,,,,1,D1616230,,,False,442,44150,,
3505169,,142,2016-10-10,,ZA,6800000000,,,,1,D1616230,,,False,442,44162,,
3505170,,142,2016-10-10,,ZA,6900000000,,,,1,D1616230,,,False,442,44310,,
3505171,,142,2016-10-10,,ZA,7000000000,,,,1,D1616230,,,False,442,44408,,
3505172,,142,2016-10-10,,ZA,7100000000,,,,1,D1616230,,,False,442,44694,,
3505173,,142,2016-10-10,,ZA,7201000000,,,,1,D1616230,,,False,442,44812,,
3505187,,142,2016-10-10,,ZA,7302300000,,,,1,D1616230,,,False,442,46052,,
3505188,,142,2016-10-10,,ZA,7303000000,,,,1,D1616230,,,False,442,46060,,
3505189,,142,2016-10-10,,ZA,7307000000,,,,1,D1616230,,,False,442,46225,,
3505190,,142,2016-10-10,,ZA,7309000000,,,,1,D1616230,,,False,442,46303,,
3505191,,142,2016-10-10,,ZA,7310000000,,,,1,D1616230,,,False,442,46311,,
3505192,,142,2016-10-10,,ZA,7311000000,,,,1,D1616230,,,False,442,46324,,
3505193,,142,2016-10-10,,ZA,7315000000,,,,1,D1616230,,,False,442,46374,,
3505194,,142,2016-10-10,,ZA,7316000000,,,,1,D1616230,,,False,442,46391,,
3505195,,142,2016-10-10,,ZA,7318000000,,,,1,D1616230,,,False,442,46407,,
3505196,,142,2016-10-10,,ZA,7319000000,,,,1,D1616230,,,False,442,46568,,
3505197,,142,2016-10-10,,ZA,7320000000,,,,1,D1616230,,,False,442,46573,,
3505198,,142,2016-10-10,,ZA,7321000000,,,,1,D1616230,,,False,442,46619,,
3505199,,142,2016-10-10,,ZA,7322000000,,,,1,D1616230,,,False,442,46635,,
3505200,,142,2016-10-10,,ZA,7323000000,,,,1,D1616230,,,False,442,46642,,
3505201,,142,2016-10-10,,ZA,7324000000,,,,1,D1616230,,,False,442,46658,,
3505202,,142,2016-10-10,,ZA,7325000000,,,,1,D1616230,,,False,442,46668,,
3505203,,142,2016-10-10,,ZA,7326000000,,,,1,D1616230,,,False,442,46693,,
3505204,,142,2016-10-10,,ZA,7400000000,,,,1,D1616230,,,False,442,46740,,
3505206,,142,2016-10-10,,ZA,7603000000,,,,1,D1616230,,,False,442,46936,,
3505207,,142,2016-10-10,,ZA,7604000000,,,,1,D1616230,,,False,442,46939,,
3505208,,142,2016-10-10,,ZA,7605000000,,,,1,D1616230,,,False,442,46954,,
3505209,,142,2016-10-10,,ZA,7606000000,,,,1,D1616230,,,False,442,46965,,
3505210,,142,2016-10-10,,ZA,7607000000,,,,1,D1616230,,,False,442,47004,,
3505211,,142,2016-10-10,,ZA,7608000000,,,,1,D1616230,,,False,442,47021,,
3505212,,142,2016-10-10,,ZA,7609000000,,,,1,D1616230,,,False,442,47040,,
3505213,,142,2016-10-10,,ZA,7610000000,,,,1,D1616230,,,False,442,47043,,
3505214,,142,2016-10-10,,ZA,7611000000,,,,1,D1616230,,,False,442,47048,,
3505215,,142,2016-10-10,,ZA,7612000000,,,,1,D1616230,,,False,442,47049,,
3505216,,142,2016-10-10,,ZA,7613000000,,,,1,D1616230,,,False,442,47056,,
3505217,,142,2016-10-10,,ZA,7614000000,,,,1,D1616230,,,False,442,47059,,
3505218,,142,2016-10-10,,ZA,7615000000,,,,1,D1616230,,,False,442,47064,,
3505219,,142,2016-10-10,,ZA,7616000000,,,,1,D1616230,,,False,442,47069,,
3505220,,142,2016-10-10,,ZA,7800000000,,,,1,D1616230,,,False,442,47089,,
3505221,,142,2016-10-10,,ZA,7900000000,,,,1,D1616230,,,False,442,47112,,
3505254,,142,2016-10-10,,ZA,8200000000,,,,1,D1616230,,,False,442,47288,,
3505255,,142,2016-10-10,,ZA,8300000000,,,,1,D1616230,,,False,442,47491,,
3505393,,142,2016-10-10,,ZA,8600000000,,,,1,D1616230,,,False,442,52935,,
3505409,,142,2016-10-10,,ZA,8800000000,,,,1,D1616230,,,False,442,53344,,
3505410,,142,2016-10-10,,ZA,8900000000,,,,1,D1616230,,,False,442,53403,,
3505411,,142,2016-10-10,,ZA,9000000000,,,,1,D1616230,,,False,442,53472,,
3505412,,142,2016-10-10,,ZA,9100000000,,,,1,D1616230,,,False,442,54014,,
3505413,,142,2016-10-10,,ZA,9200000000,,,,1,D1616230,,,False,442,54178,,
3505422,,142,2016-10-10,,ZA,9400000000,,,,1,D1616230,,,False,442,54291,,
3505423,,142,2016-10-10,,ZA,9500000000,,,,1,D1616230,,,False,442,54476,,
3505424,,142,2016-10-10,,ZA,9600000000,,,,1,D1616230,,,False,442,54615,,
3505478,,142,2016-10-10,,ZA,0206809100,,,,1,D1616230,,,False,442,28100,,
3505479,,142,2016-10-10,,ZA,0206909100,,,,1,D1616230,,,False,442,28105,,
3505501,,142,2017-01-01,,ZA,0302491900,,,,1,D1616230,,,False,442,100570,,
3505520,,142,2017-01-01,,ZA,0302499000,,,,1,D1616230,,,False,442,100572,,
3505528,,142,2016-10-10,,ZA,0207000000,,,,1,D1616230,,,False,442,28107,,
3505529,,142,2016-10-10,,ZA,0210998500,,,,1,D1616230,,,False,442,94356,,
3505530,,142,2016-10-10,,ZA,0301000000,,,,1,D1616230,,,False,442,28374,,
3505531,,142,2016-10-10,,ZA,0302110000,,,,1,D1616230,,,False,442,28404,,
3505532,,142,2016-10-10,,ZA,0302210000,,,,1,D1616230,,,False,442,28417,,
3505534,,142,2016-10-10,,ZA,0302430000,,,,1,D1616230,,,False,442,93988,,
3505535,,142,2016-10-10,,ZA,0302450000,,,,1,D1616230,,,False,442,93993,,
3505537,,142,2016-10-10,,ZA,0302590000,,,,1,D1616230,,,False,442,94615,,
3505538,,142,2016-10-10,,ZA,0302810000,,,,1,D1616230,,,False,442,95162,,
3505539,,142,2016-10-10,,ZA,0302840000,,,,1,D1616230,,,False,442,95169,,
3505540,,142,2016-10-10,,ZA,0302850000,,,,1,D1616230,,,False,442,95186,,
3505541,,142,2016-10-10,,ZA,0302899000,,,,1,D1616230,,,False,442,95280,,
3505542,,142,2016-10-10,,ZA,0303140000,,,,1,D1616230,,,False,442,94026,,
3505543,,142,2016-10-10,,ZA,0303310000,,,,1,D1616230,,,False,442,28611,,
3505544,,142,2016-10-10,,ZA,0303390000,,,,1,D1616230,,,False,442,28621,,
3505546,,142,2016-10-10,,ZA,0303530000,,,,1,D1616230,,,False,442,94167,,
3505547,,142,2016-10-10,,ZA,0303540000,,,,1,D1616230,,,False,442,94171,,
3505548,,142,2016-10-10,,ZA,0303550000,,,,1,D1616230,,,False,442,94180,,
3505549,,142,2016-10-10,,ZA,0303661100,,,,1,D1616230,,,False,442,94294,,
3505554,,142,2016-10-10,,ZA,0303690000,,,,1,D1616230,,,False,442,94404,,
3505555,,142,2016-10-10,,ZA,0303810000,,,,1,D1616230,,,False,442,94812,,
3505556,,142,2016-10-10,,ZA,0303890000,,,,1,D1616230,,,False,442,94821,,
3505557,,142,2016-10-10,,ZA,0304420000,,,,1,D1616230,,,False,442,95111,,
3505558,,142,2016-10-10,,ZA,0304440000,,,,1,D1616230,,,False,442,95118,,
3505559,,142,2016-10-10,,ZA,0304590000,,,,1,D1616230,,,False,442,95178,,
3505560,,142,2016-10-10,,ZA,0304820000,,,,1,D1616230,,,False,442,95636,,
3505561,,142,2016-10-10,,ZA,0304930000,,,,1,D1616230,,,False,442,95917,,
3505562,,142,2016-10-10,,ZA,0304940000,,,,1,D1616230,,,False,442,95944,,
3505563,,142,2016-10-10,,ZA,0304950000,,,,1,D1616230,,,False,442,95957,,
3505564,,142,2016-10-10,,ZA,0304990000,,,,1,D1616230,,,False,442,86034,,
3505565,,142,2016-10-10,,ZA,0305000000,,,,1,D1616230,,,False,442,29160,,
3505566,,142,2016-10-10,,ZA,0306000000,,,,1,D1616230,,,False,442,29272,,
3505567,,142,2016-10-10,,ZA,0307190000,,,,1,D1616230,,,False,442,95308,,
3505568,,142,2016-10-10,,ZA,0307290000,,,,1,D1616230,,,False,442,29339,,
3505569,,142,2016-10-10,,ZA,0307310000,,,,1,D1616230,,,False,442,29343,,
3505570,,142,2016-10-10,,ZA,0307390000,,,,1,D1616230,,,False,442,29346,,
3505572,,142,2016-10-10,,ZA,0307490000,,,,1,D1616230,,,False,442,29355,,
3505573,,142,2016-10-10,,ZA,0307790000,,,,1,D1616230,,,False,442,95420,,
3505575,,142,2016-10-10,,ZA,0307910000,,,,1,D1616230,,,False,442,29394,,
3505576,,142,2016-10-10,,ZA,0307990000,,,,1,D1616230,,,False,442,29395,,
3505578,,142,2016-10-10,,ZA,0308000000,,,,1,D1616230,,,False,442,95499,,
3505612,,142,2016-10-10,,ZA,0408000000,,,,1,D1616230,,,False,442,29984,,
3505625,,142,2016-10-10,,ZA,0601000000,,,,1,D1616230,,,False,442,30056,,
3505656,,142,2016-10-10,,ZA,0701100000,,,,1,D1616230,,,False,442,30242,,
3505657,,142,2016-10-10,,ZA,0701901000,,,,1,D1616230,,,False,442,30244,,
3505659,,142,2016-10-10,,ZA,0701909000,,,,1,D1616230,,,False,442,30255,,
3505661,,142,2016-10-10,,ZA,0711590000,,,,1,D1616230,,,False,442,72882,,
3505662,,142,2016-10-10,,ZA,0712000000,,,,1,D1616230,,,False,442,30682,,
3505663,,142,2016-10-10,,ZA,0713500000,,,,1,D1616230,,,False,442,30763,,
3505664,,142,2016-10-10,,ZA,0713600000,,,,1,D1616230,,,False,442,94458,,
3505665,,142,2016-10-10,,ZA,0713900000,,,,1,D1616230,,,False,442,30766,,
3505666,,142,2016-10-10,,ZA,0802000000,,,,1,D1616230,,,False,442,30815,,
3505700,,142,2017-01-01,,ZA,0302920000,,,,1,D1616230,,,False,442,100584,,
3505735,,142,2017-01-01,,ZA,0302910000,,,,1,D1616230,,,False,442,100576,,
3505752,,142,2017-01-01,,ZA,0302990000,,,,1,D1616230,,,False,442,100585,,
3506071,,142,2016-10-10,,ZA,0810300000,,,,1,D1616230,,,False,442,94500,,
3506072,,142,2016-10-10,,ZA,0813000000,,,,1,D1616230,,,False,442,31666,,
3506073,,142,2016-10-10,,ZA,1007109000,,,,1,D1616230,,,False,442,94651,,
3506074,,142,2016-10-10,,ZA,1007900000,,,,1,D1616230,,,False,442,94652,,
3506104,,142,2016-10-10,,ZA,1008000000,,,,1,D1616230,,,False,442,31936,,
3506105,,142,2016-10-10,,ZA,1208100000,,,,1,D1616230,,,False,442,32167,,
3506106,,142,2016-10-10,,ZA,1209238000,,,,1,D1616230,,,False,442,32188,,
3506107,,142,2016-10-10,,ZA,1211903000,,,,1,D1616230,,,False,442,32242,,
3506108,,142,2016-10-10,,ZA,1214901000,,,,1,D1616230,,,False,442,32275,,
3506109,,142,2016-10-10,,ZA,1302190500,,,,1,D1616230,,,False,442,59484,,
3506110,,142,2016-10-10,,ZA,1504101000,,,,1,D1616230,,,False,442,32375,,
3506111,,142,2016-10-10,,ZA,1504201000,,,,1,D1616230,,,False,442,32380,,
3506112,,142,2016-10-10,,ZA,1505001000,,,,1,D1616230,,,False,442,72967,,
3506113,,142,2016-10-10,,ZA,1521909900,,,,1,D1616230,,,False,442,32646,,
3506129,,142,2017-01-01,,ZA,0303591000,,,,1,D1616230,,,False,442,100608,,
3506160,,142,2017-01-01,,ZA,0303592900,,,,1,D1616230,,,False,442,100613,,
3506176,,142,2017-01-01,,ZA,0303599000,,,,1,D1616230,,,False,442,100614,,
3506299,,142,2017-01-01,,ZA,0303920000,,,,1,D1616230,,,False,442,100621,,
3506306,,142,2017-01-01,,ZA,0303990000,,,,1,D1616230,,,False,442,100622,,
3506401,,142,2017-01-01,,ZA,0304470000,,,,1,D1616230,,,False,442,100628,,
3506458,,142,2017-01-01,,ZA,0304480000,,,,1,D1616230,,,False,442,100633,,
3506484,,142,2017-01-01,,ZA,0304561000,,,,1,D1616230,,,False,442,100636,,
3506494,,142,2017-01-01,,ZA,0304563000,,,,1,D1616230,,,False,442,100637,,
3506504,,142,2017-01-01,,ZA,0304562000,,,,1,D1616230,,,False,442,100635,,
3506514,,142,2017-01-01,,ZA,0304569000,,,,1,D1616230,,,False,442,100638,,
3506536,,142,2017-01-01,,ZA,0304570000,,,,1,D1616230,,,False,442,100639,,
3506606,,142,2016-10-10,,ZA,1604209000,,,,1,D1616230,,,False,442,32903,,
3506607,,142,2016-10-10,,ZA,1605000000,,,,1,D1616230,,,False,442,32914,,
3506636,,142,2016-10-10,,ZA,2007991000,,,,1,D1616230,,,False,442,33717,,
3506664,,142,2017-01-01,,ZA,0304881100,,,,1,D1616230,,,False,442,100643,,
3506679,,142,2017-01-01,,ZA,0304881500,,,,1,D1616230,,,False,442,100645,,
3506696,,142,2017-01-01,,ZA,0304881800,,,,1,D1616230,,,False,442,100646,,
3506713,,142,2017-01-01,,ZA,0304881900,,,,1,D1616230,,,False,442,100647,,
3506733,,142,2017-01-01,,ZA,0304960000,,,,1,D1616230,,,False,442,100649,,
3506790,,142,2017-01-01,,ZA,0304970000,,,,1,D1616230,,,False,442,100654,,
3507162,,142,2016-10-10,,ZA,2008930000,,,,1,D1616230,,,False,442,94864,,
3507171,,142,2016-10-10,,ZA,2008994800,,,,1,D1616230,,,False,442,89364,,
3507239,,142,2016-10-10,,ZA,2009810000,,,,1,D1616230,,,False,442,94977,,
3507240,,142,2016-10-10,,ZA,2103309000,,,,1,D1616230,,,False,442,34532,,
3507241,,142,2016-10-10,,ZA,2103909000,,,,1,D1616230,,,False,442,34538,,
3507298,,142,2016-10-10,,ZA,2400000000,,,,1,D1616230,,,False,442,35246,,
3507299,,142,2016-10-10,,ZA,2503009000,,,,1,D1616230,,,False,442,59541,,
3507302,,142,2016-10-10,,ZA,2519901000,,,,1,D1616230,,,False,442,35392,,
3507329,,142,2016-10-10,,ZA,2800000000,,,,1,D1616230,,,False,442,35719,,
3507372,,142,2016-10-10,,ZA,3200000000,,,,1,D1616230,,,False,442,37842,,
3507373,,142,2016-10-10,,ZA,3306200000,,,,1,D1616230,,,False,442,59647,,
3507374,,142,2016-10-10,,ZA,3401300000,,,,1,D1616230,,,False,442,73386,,
3507375,,142,2016-10-10,,ZA,3402119000,,,,1,D1616230,,,False,442,65210,,
3507376,,142,2016-10-10,,ZA,3402120000,,,,1,D1616230,,,False,442,38067,,
3507377,,142,2016-10-10,,ZA,3402130000,,,,1,D1616230,,,False,442,38068,,
3507378,,142,2016-10-10,,ZA,3402190000,,,,1,D1616230,,,False,442,38071,,
3507379,,142,2016-10-10,,ZA,3402200000,,,,1,D1616230,,,False,442,38072,,
3507380,,142,2016-10-10,,ZA,3402900000,,,,1,D1616230,,,False,442,38075,,
3507381,,142,2016-10-10,,ZA,3403000000,,,,1,D1616230,,,False,442,38082,,
3507382,,142,2016-10-10,,ZA,3502000000,,,,1,D1616230,,,False,442,38126,,
3507383,,142,2016-10-10,,ZA,3900000000,,,,1,D1616230,,,False,442,38659,,
3507384,,142,2016-10-10,,ZA,4002991000,,,,1,D1616230,,,False,442,39562,,
3507388,,142,2016-10-10,,ZA,4012000000,,,,1,D1616230,,,False,442,39640,,
3507392,,142,2016-10-10,,ZA,4200000000,,,,1,D1616230,,,False,442,39807,,
3507447,,142,2016-10-10,,ZA,7202000000,,,,1,D1616230,,,False,442,44824,,
3507448,,142,2016-10-10,,ZA,7505120000,,,,1,D1616230,,,False,442,46908,,
3507449,,142,2016-10-10,,ZA,7505220000,,,,1,D1616230,,,False,442,46911,,
3507450,,142,2016-10-10,,ZA,7506200000,,,,1,D1616230,,,False,442,46914,,
3507451,,142,2016-10-10,,ZA,7507200000,,,,1,D1616230,,,False,442,46921,,
3507752,,142,2017-01-01,,ZA,0303910000,,,,1,D1616230,,,False,442,100618,,
3507794,,142,2017-01-01,,ZA,0307320000,,,,1,D1616230,,,False,442,100792,,
3507808,,142,2016-10-10,,ZA,2004109100,,,,1,D1616230,,,False,442,33549,,
3507819,,142,2017-01-01,,ZA,0307420000,,,,1,D1616230,,,False,442,100799,,
3508027,,142,2017-01-01,,ZA,0307430000,,,,1,D1616230,,,False,442,100806,,
3508608,,142,2017-01-01,,ZA,0307590000,,,,1,D1616230,,,False,442,29389,,
3508653,,142,2017-01-01,,ZA,0307720000,,,,1,D1616230,,,False,442,100858,,
3508725,,142,2017-01-01,,ZA,0307820000,,,,1,D1616230,,,False,442,100870,,
3508745,,142,2017-01-01,,ZA,0307830000,,,,1,D1616230,,,False,442,100871,,
3508752,,142,2017-01-01,,ZA,0307840000,,,,1,D1616230,,,False,442,100872,,
3508769,,142,2017-01-01,,ZA,0307870000,,,,1,D1616230,,,False,442,100873,,
3508786,,142,2017-01-01,,ZA,0307880000,,,,1,D1616230,,,False,442,100874,,
3508860,,142,2016-10-10,,ZA,0511993900,,,,1,D1616230,,,False,442,86379,,
3508949,,142,2016-10-10,,ZA,2204109300,,,,1,D1616230,,,False,442,91991,,
3508950,,142,2016-10-10,,ZA,2204109400,,,,1,D1616230,,,False,442,91989,,
3508951,,142,2016-10-10,,ZA,2204109600,,,,1,D1616230,,,False,442,91990,,
3508952,,142,2016-10-10,,ZA,2204109800,,,,1,D1616230,,,False,442,91988,,
3508953,,142,2016-10-10,,ZA,1604120000,,,,1,D1616230,,,False,442,32768,,
3508954,,142,2016-10-10,,ZA,1604150000,,,,1,D1616230,,,False,442,32825,,
3508955,,142,2016-10-10,,ZA,1604190000,,,,1,D1616230,,,False,442,32840,,
3508957,,142,2017-01-01,,ZA,0307920000,,,,1,D1616230,,,False,442,100881,,
3511039,,142,2017-01-01,,ZA,1604180000,,,,1,D1616230,,,False,442,100975,,
3511079,,142,2017-01-01,,ZA,2202910000,,,,1,D1616230,,,False,442,100976,,
3511311,,142,2017-01-01,,ZA,2202991100,,,,1,D1616230,,,False,442,100979,,
3511342,,142,2017-01-01,,ZA,2202991500,,,,1,D1616230,,,False,442,100986,,
3511373,,142,2017-01-01,,ZA,2202991900,,,,1,D1616230,,,False,442,100993,,
3511407,,142,2017-01-01,,ZA,2202999100,,,,1,D1616230,,,False,442,101001,,
3511431,,142,2017-01-01,,ZA,2202999900,,,,1,D1616230,,,False,442,101007,,
3511455,,142,2017-01-01,,ZA,2202999500,,,,1,D1616230,,,False,442,101004,,
3511748,,142,2017-01-01,,ZA,2204221000,,,,1,D1616230,,,False,442,101027,,
3511769,,142,2017-01-01,,ZA,2204101300,,,,1,D1616230,,,False,442,101011,,
3511780,,142,2017-01-01,,ZA,2204101500,,,,1,D1616230,,,False,442,101012,,
3511848,,142,2017-01-01,,ZA,2204229340,,,,1,D1616230,,,False,442,101117,,
3511853,,142,2017-01-01,,ZA,2204229390,,,,1,D1616230,,,False,442,101116,,
3511895,,142,2017-01-01,,ZA,2204229411,,,,1,D1616230,,,False,442,101126,,
3511905,,142,2017-01-01,,ZA,2204229441,,,,1,D1616230,,,False,442,101123,,
3511909,,142,2017-01-01,,ZA,2204229451,,,,1,D1616230,,,False,442,101122,,
3511913,,142,2017-01-01,,ZA,2204229461,,,,1,D1616230,,,False,442,101214,,
3511920,,142,2017-01-01,,ZA,2204229491,,,,1,D1616230,,,False,442,101129,,
3511923,,142,2017-01-01,,ZA,2204229495,,,,1,D1616230,,,False,442,101128,,
3512041,,142,2017-01-01,,ZA,2204229540,,,,1,D1616230,,,False,442,101135,,
3512045,,142,2017-01-01,,ZA,2204229590,,,,1,D1616230,,,False,442,101134,,
3512087,,142,2017-01-01,,ZA,2204229611,,,,1,D1616230,,,False,442,101145,,
3512097,,142,2017-01-01,,ZA,2204229641,,,,1,D1616230,,,False,442,101142,,
3512101,,142,2017-01-01,,ZA,2204229651,,,,1,D1616230,,,False,442,101141,,
3512104,,142,2017-01-01,,ZA,2204229661,,,,1,D1616230,,,False,442,101151,,
3512111,,142,2017-01-01,,ZA,2204229691,,,,1,D1616230,,,False,442,101148,,
3512114,,142,2017-01-01,,ZA,2204229695,,,,1,D1616230,,,False,442,101147,,
3512159,,142,2017-01-01,,ZA,2204229740,,,,1,D1616230,,,False,442,101155,,
3512163,,142,2017-01-01,,ZA,2204229790,,,,1,D1616230,,,False,442,101154,,
3512205,,142,2017-01-01,,ZA,2204229811,,,,1,D1616230,,,False,442,101171,,
3512215,,142,2017-01-01,,ZA,2204229841,,,,1,D1616230,,,False,442,101168,,
3512219,,142,2017-01-01,,ZA,2204229851,,,,1,D1616230,,,False,442,101167,,
3512222,,142,2017-01-01,,ZA,2204229861,,,,1,D1616230,,,False,442,101165,,
3512229,,142,2017-01-01,,ZA,2204229891,,,,1,D1616230,,,False,442,101162,,
3512232,,142,2017-01-01,,ZA,2204229895,,,,1,D1616230,,,False,442,101161,,
3513310,,142,2016-11-06,,ZA,0401000000,,,,1,D1616230,,,False,442,29418,,
3513311,,142,2016-11-06,,ZA,0402990000,,,,1,D1616230,,,False,442,29480,,
3513312,,142,2016-11-06,,ZA,0402910000,,,,1,D1616230,,,False,442,29467,,
3513313,,142,2016-11-06,,ZA,0403101100,,,,1,D1616230,,,False,442,59382,,
3513314,,142,2016-11-06,,ZA,0403101300,,,,1,D1616230,,,False,442,59383,,
3513315,,142,2016-11-06,,ZA,0403101900,,,,1,D1616230,,,False,442,59384,,
3513316,,142,2016-11-06,,ZA,0403103100,,,,1,D1616230,,,False,442,59386,,
3513317,,142,2016-11-06,,ZA,0403103300,,,,1,D1616230,,,False,442,59387,,
3513318,,142,2016-11-06,,ZA,0403103900,,,,1,D1616230,,,False,442,59388,,
3513319,,142,2016-11-06,,ZA,0403905100,,,,1,D1616230,,,False,442,29574,,
3513320,,142,2016-11-06,,ZA,0403905300,,,,1,D1616230,,,False,442,29577,,
3513321,,142,2016-11-06,,ZA,0403905900,,,,1,D1616230,,,False,442,29580,,
3513322,,142,2016-11-06,,ZA,0403906900,,,,1,D1616230,,,False,442,29586,,
3513323,,142,2016-11-06,,ZA,0403906300,,,,1,D1616230,,,False,442,29585,,
3513324,,142,2016-11-06,,ZA,0403906100,,,,1,D1616230,,,False,442,29584,,
3513337,,142,2016-11-06,,ZA,0405900000,,,,1,D1616230,,,False,442,59409,,
3513338,,142,2016-11-06,,ZA,0406100000,,,,1,D1616230,,,False,442,29720,,
3513339,,142,2016-11-06,,ZA,0406200000,,,,1,D1616230,,,False,442,29725,,
3513340,,142,2016-11-06,,ZA,0406300000,,,,1,D1616230,,,False,442,29728,,
3513458,,142,2016-11-01,,ZA,0603130000,,,,1,D1616230,,,False,442,86667,,
3513873,,142,2016-11-06,,ZA,1702110000,,,,1,D1616230,,,False,442,59500,,
3513910,,142,2016-11-06,,ZA,1702190000,,,,1,D1616230,,,False,442,59501,,
3513950,,142,2016-11-06,,ZA,2106905100,,,,1,D1616230,,,False,442,34583,,
3513951,,142,2016-11-01,,ZA,0603140000,,,,1,D1616230,,,False,442,86668,,
3513952,,142,2016-11-01,,ZA,0603150000,,,,1,D1616230,,,False,442,94409,,
3513981,,142,2016-11-06,,ZA,2309101500,,,,1,D1616230,,,False,442,35194,,
3513982,,142,2016-11-01,,ZA,0603190000,,,,1,D1616230,,,False,442,86669,,
3513983,,142,2016-11-01,,ZA,0603900000,,,,1,D1616230,,,False,442,30214,,
3514012,,142,2016-11-06,,ZA,2309101900,,,,1,D1616230,,,False,442,35195,,
3514041,,142,2016-11-06,,ZA,2309105900,,,,1,D1616230,,,False,442,35203,,
